detector	lam_band0	lam_band1	lam_band2	lam_band3	lam_band4	lam_band5	lam_band6	lam_band7	lam_band8	lam_band9	lam_band10	lam_band11	lam_band12	lam_band13	lam_band14
1573	413.2364440	443.1057748	490.4312915	510.3696872	560.2463714	620.1561645	665.1297789	681.3790821	708.8879701	753.9312053	762.0678687	778.9703463	865.4391058	885.5076683	900.5639575
1574	413.2352566	443.1045874	490.4301041	510.3684998	560.2451841	620.1549771	665.1285916	681.3778948	708.8867827	753.9300179	762.0666813	778.9691589	865.4379184	885.5064809	900.5627701
1575	413.2340692	443.1034000	490.4289167	510.3673124	560.2439967	620.1537897	665.1274042	681.3767074	708.8855953	753.9288305	762.0654939	778.9679715	865.4367310	885.5052935	900.5615828
1576	413.2328818	443.1022127	490.4277294	510.3661251	560.2428093	620.1526024	665.1262168	681.3755200	708.8844079	753.9276431	762.0643065	778.9667841	865.4355436	885.5041061	900.5603954
1577	413.2316944	443.1010253	490.4265420	510.3649377	560.2416219	620.1514150	665.1250294	681.3743326	708.8832205	753.9264557	762.0631191	778.9655968	865.4343562	885.5029187	900.5592080
1578	413.2305071	443.0998379	490.4253546	510.3637503	560.2404345	620.1502276	665.1238420	681.3731452	708.8820331	753.9252683	762.0619318	778.9644094	865.4331689	885.5017313	900.5580206
1579	413.2293197	443.0986505	490.4241672	510.3625629	560.2392471	620.1490402	665.1226546	681.3719578	708.8808458	753.9240810	762.0607444	778.9632220	865.4319815	885.5005440	900.5568332
1580	413.2281323	443.0974631	490.4229798	510.3613755	560.2380598	620.1478528	665.1214673	681.3707705	708.8796584	753.9228936	762.0595570	778.9620346	865.4307941	885.4993566	900.5556458
1581	413.2269449	443.0962757	490.4217924	510.3601881	560.2368724	620.1466654	665.1202799	681.3695831	708.8784710	753.9217062	762.0583696	778.9608472	865.4296067	885.4981692	900.5544585
1582	413.2257575	443.0950884	490.4206051	510.3590008	560.2356850	620.1454781	665.1190925	681.3683957	708.8772836	753.9205188	762.0571822	778.9596598	865.4284193	885.4969818	900.5532711
1583	413.2245701	443.0939010	490.4194177	510.3578134	560.2344976	620.1442907	665.1179051	681.3672083	708.8760962	753.9193314	762.0559948	778.9584725	865.4272319	885.4957944	900.5520837
1584	413.2233828	443.0927136	490.4182303	510.3566260	560.2333102	620.1431033	665.1167177	681.3660209	708.8749088	753.9181440	762.0548075	778.9572851	865.4260446	885.4946070	900.5508963
1585	413.2221954	443.0915262	490.4170429	510.3554386	560.2321228	620.1419159	665.1155303	681.3648335	708.8737215	753.9169567	762.0536201	778.9560977	865.4248572	885.4934197	900.5497089
1586	413.2210080	443.0903388	490.4158555	510.3542512	560.2309355	620.1407285	665.1143430	681.3636462	708.8725341	753.9157693	762.0524327	778.9549103	865.4236698	885.4922323	900.5485215
1587	413.2198206	443.0891514	490.4146681	510.3530638	560.2297481	620.1395411	665.1131556	681.3624588	708.8713467	753.9145819	762.0512453	778.9537229	865.4224824	885.4910449	900.5473342
1588	413.2186332	443.0879641	490.4134808	510.3518765	560.2285607	620.1383538	665.1119682	681.3612714	708.8701593	753.9133945	762.0500579	778.9525355	865.4212950	885.4898575	900.5461468
1589	413.2174458	443.0867767	490.4122934	510.3506891	560.2273733	620.1371664	665.1107808	681.3600840	708.8689719	753.9122071	762.0488705	778.9513482	865.4201076	885.4886701	900.5449594
1590	413.2162585	443.0855893	490.4111060	510.3495017	560.2261859	620.1359790	665.1095934	681.3588966	708.8677845	753.9110197	762.0476832	778.9501608	865.4189203	885.4874827	900.5437720
1591	413.2150711	443.0844019	490.4099186	510.3483143	560.2249985	620.1347916	665.1084060	681.3577092	708.8665972	753.9098324	762.0464958	778.9489734	865.4177329	885.4862954	900.5425846
1592	413.2138837	443.0832145	490.4087312	510.3471269	560.2238112	620.1336042	665.1072187	681.3565219	708.8654098	753.9086450	762.0453084	778.9477860	865.4165455	885.4851080	900.5413972
1593	413.2126963	443.0820271	490.4075438	510.3459395	560.2226238	620.1324168	665.1060313	681.3553345	708.8642224	753.9074576	762.0441210	778.9465986	865.4153581	885.4839206	900.5402099
1594	413.2115089	443.0808398	490.4063565	510.3447522	560.2214364	620.1312295	665.1048439	681.3541471	708.8630350	753.9062702	762.0429336	778.9454112	865.4141707	885.4827332	900.5390225
1595	413.2103215	443.0796524	490.4051691	510.3435648	560.2202490	620.1300421	665.1036565	681.3529597	708.8618476	753.9050828	762.0417462	778.9442239	865.4129833	885.4815458	900.5378351
1596	413.2091342	443.0784650	490.4039817	510.3423774	560.2190616	620.1288547	665.1024691	681.3517723	708.8606602	753.9038954	762.0405589	778.9430365	865.4117960	885.4803584	900.5366477
1597	413.2079468	443.0772776	490.4027943	510.3411900	560.2178742	620.1276673	665.1012817	681.3505849	708.8594729	753.9027081	762.0393715	778.9418491	865.4106086	885.4791711	900.5354603
1598	413.2067594	443.0760902	490.4016069	510.3400026	560.2166869	620.1264799	665.1000944	681.3493976	708.8582855	753.9015207	762.0381841	778.9406617	865.4094212	885.4779837	900.5342729
1599	413.2055720	443.0749028	490.4004195	510.3388152	560.2154995	620.1252925	665.0989070	681.3482102	708.8570981	753.9003333	762.0369967	778.9394743	865.4082338	885.4767963	900.5330856
1600	413.2043846	443.0737155	490.3992322	510.3376279	560.2143121	620.1241052	665.0977196	681.3470228	708.8559107	753.8991459	762.0358093	778.9382869	865.4070464	885.4756089	900.5318982
1601	413.2031972	443.0725281	490.3980448	510.3364405	560.2131247	620.1229178	665.0965322	681.3458354	708.8547233	753.8979585	762.0346219	778.9370996	865.4058590	885.4744215	900.5307108
1602	413.2020099	443.0713407	490.3968574	510.3352531	560.2119373	620.1217304	665.0953448	681.3446480	708.8535359	753.8967711	762.0334346	778.9359122	865.4046717	885.4732341	900.5295234
1603	413.2008225	443.0701533	490.3956700	510.3340657	560.2107499	620.1205430	665.0941574	681.3434606	708.8523486	753.8955838	762.0322472	778.9347248	865.4034843	885.4720468	900.5283360
1604	413.1996351	443.0689659	490.3944826	510.3328783	560.2095626	620.1193556	665.0929701	681.3422733	708.8511612	753.8943964	762.0310598	778.9335374	865.4022969	885.4708594	900.5271486
1605	413.1984477	443.0677785	490.3932952	510.3316909	560.2083752	620.1181682	665.0917827	681.3410859	708.8499738	753.8932090	762.0298724	778.9323500	865.4011095	885.4696720	900.5259613
1606	413.1972603	443.0665912	490.3921079	510.3305036	560.2071878	620.1169809	665.0905953	681.3398985	708.8487864	753.8920216	762.0286850	778.9311626	865.3999221	885.4684846	900.5247739
1607	413.1960729	443.0654038	490.3909205	510.3293162	560.2060004	620.1157935	665.0894079	681.3387111	708.8475990	753.8908342	762.0274976	778.9299753	865.3987347	885.4672972	900.5235865
1608	413.1948856	443.0642164	490.3897331	510.3281288	560.2048130	620.1146061	665.0882205	681.3375237	708.8464116	753.8896468	762.0263103	778.9287879	865.3975474	885.4661098	900.5223991
1609	413.1936982	443.0630290	490.3885457	510.3269414	560.2036256	620.1134187	665.0870331	681.3363363	708.8452243	753.8884595	762.0251229	778.9276005	865.3963600	885.4649225	900.5212117
1610	413.1925108	443.0618416	490.3873583	510.3257540	560.2024383	620.1122313	665.0858458	681.3351490	708.8440369	753.8872721	762.0239355	778.9264131	865.3951726	885.4637351	900.5200243
1611	413.1913234	443.0606542	490.3861709	510.3245666	560.2012509	620.1110439	665.0846584	681.3339616	708.8428495	753.8860847	762.0227481	778.9252257	865.3939852	885.4625477	900.5188370
1612	413.1901360	443.0594669	490.3849836	510.3233793	560.2000635	620.1098566	665.0834710	681.3327742	708.8416621	753.8848973	762.0215607	778.9240383	865.3927978	885.4613603	900.5176496
1613	413.1889486	443.0582795	490.3837962	510.3221919	560.1988761	620.1086692	665.0822836	681.3315868	708.8404747	753.8837099	762.0203733	778.9228510	865.3916104	885.4601729	900.5164622
1614	413.1877613	443.0570921	490.3826088	510.3210045	560.1976887	620.1074818	665.0810962	681.3303994	708.8392873	753.8825225	762.0191860	778.9216636	865.3904231	885.4589855	900.5152748
1615	413.1865739	443.0559047	490.3814214	510.3198171	560.1965013	620.1062944	665.0799088	681.3292120	708.8381000	753.8813352	762.0179986	778.9204762	865.3892357	885.4577982	900.5140874
1616	413.1853865	443.0547173	490.3802340	510.3186297	560.1953140	620.1051070	665.0787215	681.3280247	708.8369126	753.8801478	762.0168112	778.9192888	865.3880483	885.4566108	900.5129000
1617	413.1841991	443.0535299	490.3790466	510.3174423	560.1941266	620.1039196	665.0775341	681.3268373	708.8357252	753.8789604	762.0156238	778.9181014	865.3868609	885.4554234	900.5117127
1618	413.1830117	443.0523426	490.3778593	510.3162550	560.1929392	620.1027323	665.0763467	681.3256499	708.8345378	753.8777730	762.0144364	778.9169140	865.3856735	885.4542360	900.5105253
1619	413.1818243	443.0511552	490.3766719	510.3150676	560.1917518	620.1015449	665.0751593	681.3244625	708.8333504	753.8765856	762.0132490	778.9157267	865.3844861	885.4530486	900.5093379
1620	413.1806370	443.0499678	490.3754845	510.3138802	560.1905644	620.1003575	665.0739719	681.3232751	708.8321630	753.8753982	762.0120617	778.9145393	865.3832988	885.4518612	900.5081505
1621	413.1794496	443.0487804	490.3742971	510.3126928	560.1893770	620.0991701	665.0727845	681.3220877	708.8309757	753.8742109	762.0108743	778.9133519	865.3821114	885.4506739	900.5069631
1622	413.1782622	443.0475930	490.3731097	510.3115054	560.1881897	620.0979827	665.0715972	681.3209004	708.8297883	753.8730235	762.0096869	778.9121645	865.3809240	885.4494865	900.5057757
1623	413.1770748	443.0464056	490.3719223	510.3103180	560.1870023	620.0967953	665.0704098	681.3197130	708.8286009	753.8718361	762.0084995	778.9109771	865.3797366	885.4482991	900.5045884
1624	413.1758874	443.0452183	490.3707350	510.3091307	560.1858149	620.0956080	665.0692224	681.3185256	708.8274135	753.8706487	762.0073121	778.9097897	865.3785492	885.4471117	900.5034010
1625	413.1747000	443.0440309	490.3695476	510.3079433	560.1846275	620.0944206	665.0680350	681.3173382	708.8262261	753.8694613	762.0061247	778.9086024	865.3773618	885.4459243	900.5022136
1626	413.1735127	443.0428435	490.3683602	510.3067559	560.1834401	620.0932332	665.0668476	681.3161508	708.8250387	753.8682739	762.0049374	778.9074150	865.3761745	885.4447369	900.5010262
1627	413.1723253	443.0416561	490.3671728	510.3055685	560.1822527	620.0920458	665.0656602	681.3149634	708.8238514	753.8670866	762.0037500	778.9062276	865.3749871	885.4435496	900.4998388
1628	413.1711379	443.0404687	490.3659854	510.3043811	560.1810654	620.0908584	665.0644729	681.3137761	708.8226640	753.8658992	762.0025626	778.9050402	865.3737997	885.4423622	900.4986514
1629	413.1699505	443.0392813	490.3647980	510.3031937	560.1798780	620.0896710	665.0632855	681.3125887	708.8214766	753.8647118	762.0013752	778.9038528	865.3726123	885.4411748	900.4974641
1630	413.1687631	443.0380940	490.3636107	510.3020064	560.1786906	620.0884837	665.0620981	681.3114013	708.8202892	753.8635244	762.0001878	778.9026654	865.3714249	885.4399874	900.4962767
1631	413.1675757	443.0369066	490.3624233	510.3008190	560.1775032	620.0872963	665.0609107	681.3102139	708.8191018	753.8623370	761.9990004	778.9014781	865.3702375	885.4388000	900.4950893
1632	413.1663884	443.0357192	490.3612359	510.2996316	560.1763158	620.0861089	665.0597233	681.3090265	708.8179144	753.8611496	761.9978131	778.9002907	865.3690502	885.4376126	900.4939019
1633	413.1652010	443.0345318	490.3600485	510.2984442	560.1751284	620.0849215	665.0585359	681.3078391	708.8167271	753.8599623	761.9966257	778.8991033	865.3678628	885.4364253	900.4927145
1634	413.1640136	443.0333444	490.3588611	510.2972568	560.1739411	620.0837341	665.0573486	681.3066518	708.8155397	753.8587749	761.9954383	778.8979159	865.3666754	885.4352379	900.4915271
1635	413.1628262	443.0321570	490.3576737	510.2960694	560.1727537	620.0825467	665.0561612	681.3054644	708.8143523	753.8575875	761.9942509	778.8967285	865.3654880	885.4340505	900.4903398
1636	413.1616388	443.0309697	490.3564864	510.2948821	560.1715663	620.0813594	665.0549738	681.3042770	708.8131649	753.8564001	761.9930635	778.8955411	865.3643006	885.4328631	900.4891524
1637	413.1604514	443.0297823	490.3552990	510.2936947	560.1703789	620.0801720	665.0537864	681.3030896	708.8119775	753.8552127	761.9918761	778.8943538	865.3631132	885.4316757	900.4879650
1638	413.1592641	443.0285949	490.3541116	510.2925073	560.1691915	620.0789846	665.0525990	681.3019022	708.8107901	753.8540253	761.9906888	778.8931664	865.3619259	885.4304883	900.4867776
1639	413.1580767	443.0274075	490.3529242	510.2913199	560.1680041	620.0777972	665.0514116	681.3007148	708.8096028	753.8528380	761.9895014	778.8919790	865.3607385	885.4293010	900.4855902
1640	413.1568893	443.0262201	490.3517368	510.2901325	560.1668168	620.0766098	665.0502243	681.2995275	708.8084154	753.8516506	761.9883140	778.8907916	865.3595511	885.4281136	900.4844028
1641	413.1557019	443.0250327	490.3505494	510.2889451	560.1656294	620.0754224	665.0490369	681.2983401	708.8072280	753.8504632	761.9871266	778.8896042	865.3583637	885.4269262	900.4832155
1642	413.1545145	443.0238454	490.3493621	510.2877578	560.1644420	620.0742351	665.0478495	681.2971527	708.8060406	753.8492758	761.9859392	778.8884168	865.3571763	885.4257388	900.4820281
1643	413.1533271	443.0226580	490.3481747	510.2865704	560.1632546	620.0730477	665.0466621	681.2959653	708.8048532	753.8480884	761.9847518	778.8872295	865.3559889	885.4245514	900.4808407
1644	413.1521398	443.0214706	490.3469873	510.2853830	560.1620672	620.0718603	665.0454747	681.2947779	708.8036658	753.8469010	761.9835645	778.8860421	865.3548016	885.4233640	900.4796533
1645	413.1509524	443.0202832	490.3457999	510.2841956	560.1608798	620.0706729	665.0442873	681.2935905	708.8024785	753.8457137	761.9823771	778.8848547	865.3536142	885.4221767	900.4784659
1646	413.1497650	443.0190958	490.3446125	510.2830082	560.1596925	620.0694855	665.0431000	681.2924032	708.8012911	753.8445263	761.9811897	778.8836673	865.3524268	885.4209893	900.4772785
1647	413.1485776	443.0179084	490.3434251	510.2818208	560.1585051	620.0682981	665.0419126	681.2912158	708.8001037	753.8433389	761.9800023	778.8824799	865.3512394	885.4198019	900.4760912
1648	413.1473902	443.0167211	490.3422378	510.2806335	560.1573177	620.0671108	665.0407252	681.2900284	708.7989163	753.8421515	761.9788149	778.8812925	865.3500520	885.4186145	900.4749038
1649	413.1462028	443.0155337	490.3410504	510.2794461	560.1561303	620.0659234	665.0395378	681.2888410	708.7977289	753.8409641	761.9776275	778.8801052	865.3488646	885.4174271	900.4737164
1650	413.1450155	443.0143463	490.3398630	510.2782587	560.1549429	620.0647360	665.0383504	681.2876536	708.7965415	753.8397767	761.9764402	778.8789178	865.3476773	885.4162397	900.4725290
1651	413.1438281	443.0131589	490.3386756	510.2770713	560.1537555	620.0635486	665.0371630	681.2864662	708.7953542	753.8385894	761.9752528	778.8777304	865.3464899	885.4150524	900.4713416
1652	413.1426407	443.0119715	490.3374882	510.2758839	560.1525682	620.0623612	665.0359757	681.2852789	708.7941668	753.8374020	761.9740654	778.8765430	865.3453025	885.4138650	900.4701542
1653	413.1414533	443.0107841	490.3363008	510.2746965	560.1513808	620.0611738	665.0347883	681.2840915	708.7929794	753.8362146	761.9728780	778.8753556	865.3441151	885.4126776	900.4689669
1654	413.1402659	443.0095968	490.3351135	510.2735092	560.1501934	620.0599865	665.0336009	681.2829041	708.7917920	753.8350272	761.9716906	778.8741682	865.3429277	885.4114902	900.4677795
1655	413.1390785	443.0084094	490.3339261	510.2723218	560.1490060	620.0587991	665.0324135	681.2817167	708.7906046	753.8338398	761.9705032	778.8729809	865.3417403	885.4103028	900.4665921
1656	413.1378912	443.0072220	490.3327387	510.2711344	560.1478186	620.0576117	665.0312261	681.2805293	708.7894172	753.8326524	761.9693159	778.8717935	865.3405530	885.4091154	900.4654047
1657	413.1367038	443.0060346	490.3315513	510.2699470	560.1466312	620.0564243	665.0300387	681.2793419	708.7882299	753.8314651	761.9681285	778.8706061	865.3393656	885.4079281	900.4642173
1658	413.1355164	443.0048472	490.3303639	510.2687596	560.1454439	620.0552369	665.0288514	681.2781546	708.7870425	753.8302777	761.9669411	778.8694187	865.3381782	885.4067407	900.4630299
1659	413.1343290	443.0036598	490.3291765	510.2675722	560.1442565	620.0540495	665.0276640	681.2769672	708.7858551	753.8290903	761.9657537	778.8682313	865.3369908	885.4055533	900.4618426
1660	413.1331416	443.0024725	490.3279892	510.2663849	560.1430691	620.0528622	665.0264766	681.2757798	708.7846677	753.8279029	761.9645663	778.8670439	865.3358034	885.4043659	900.4606552
1661	413.1319542	443.0012851	490.3268018	510.2651975	560.1418817	620.0516748	665.0252892	681.2745924	708.7834803	753.8267155	761.9633789	778.8658566	865.3346160	885.4031785	900.4594678
1662	413.1307669	443.0000977	490.3256144	510.2640101	560.1406943	620.0504874	665.0241018	681.2734050	708.7822929	753.8255281	761.9621916	778.8646692	865.3334287	885.4019911	900.4582804
1663	413.1295795	442.9989103	490.3244270	510.2628227	560.1395069	620.0493000	665.0229144	681.2722176	708.7811056	753.8243408	761.9610042	778.8634818	865.3322413	885.4008038	900.4570930
1664	413.1283921	442.9977229	490.3232396	510.2616353	560.1383196	620.0481126	665.0217271	681.2710303	708.7799182	753.8231534	761.9598168	778.8622944	865.3310539	885.3996164	900.4559056
1665	413.1272047	442.9965355	490.3220522	510.2604479	560.1371322	620.0469252	665.0205397	681.2698429	708.7787308	753.8219660	761.9586294	778.8611070	865.3298665	885.3984290	900.4547183
1666	413.1260173	442.9953482	490.3208649	510.2592606	560.1359448	620.0457379	665.0193523	681.2686555	708.7775434	753.8207786	761.9574420	778.8599196	865.3286791	885.3972416	900.4535309
1667	413.1248299	442.9941608	490.3196775	510.2580732	560.1347574	620.0445505	665.0181649	681.2674681	708.7763560	753.8195912	761.9562546	778.8587323	865.3274917	885.3960542	900.4523435
1668	413.1236426	442.9929734	490.3184901	510.2568858	560.1335700	620.0433631	665.0169775	681.2662807	708.7751686	753.8184038	761.9550673	778.8575449	865.3263044	885.3948668	900.4511561
1669	413.1224552	442.9917860	490.3173027	510.2556984	560.1323826	620.0421757	665.0157901	681.2650933	708.7739813	753.8172165	761.9538799	778.8563575	865.3251170	885.3936795	900.4499687
1670	413.1212678	442.9905986	490.3161153	510.2545110	560.1311953	620.0409883	665.0146028	681.2639060	708.7727939	753.8160291	761.9526925	778.8551701	865.3239296	885.3924921	900.4487813
1671	413.1200804	442.9894112	490.3149279	510.2533236	560.1300079	620.0398009	665.0134154	681.2627186	708.7716065	753.8148417	761.9515051	778.8539827	865.3227422	885.3913047	900.4475940
1672	413.1188930	442.9882239	490.3137406	510.2521363	560.1288205	620.0386136	665.0122280	681.2615312	708.7704191	753.8136543	761.9503177	778.8527953	865.3215548	885.3901173	900.4464066
1673	413.1177056	442.9870365	490.3125532	510.2509489	560.1276331	620.0374262	665.0110406	681.2603438	708.7692317	753.8124669	761.9491303	778.8516080	865.3203674	885.3889299	900.4452192
1674	413.1165183	442.9858491	490.3113658	510.2497615	560.1264457	620.0362388	665.0098532	681.2591564	708.7680443	753.8112795	761.9479430	778.8504206	865.3191801	885.3877425	900.4440318
1675	413.1153309	442.9846617	490.3101784	510.2485741	560.1252583	620.0350514	665.0086658	681.2579690	708.7668570	753.8100922	761.9467556	778.8492332	865.3179927	885.3865552	900.4428444
1676	413.1141435	442.9834743	490.3089910	510.2473867	560.1240710	620.0338640	665.0074785	681.2567817	708.7656696	753.8089048	761.9455682	778.8480458	865.3168053	885.3853678	900.4416570
1677	413.1129561	442.9822869	490.3078036	510.2461993	560.1228836	620.0326766	665.0062911	681.2555943	708.7644822	753.8077174	761.9443808	778.8468584	865.3156179	885.3841804	900.4404697
1678	413.1117687	442.9810996	490.3066163	510.2450120	560.1216962	620.0314893	665.0051037	681.2544069	708.7632948	753.8065300	761.9431934	778.8456710	865.3144305	885.3829930	900.4392823
1679	413.1105813	442.9799122	490.3054289	510.2438246	560.1205088	620.0303019	665.0039163	681.2532195	708.7621074	753.8053426	761.9420060	778.8444837	865.3132431	885.3818056	900.4380949
1680	413.1093940	442.9787248	490.3042415	510.2426372	560.1193214	620.0291145	665.0027289	681.2520321	708.7609200	753.8041552	761.9408187	778.8432963	865.3120558	885.3806182	900.4369075
1681	413.1082066	442.9775374	490.3030541	510.2414498	560.1181340	620.0279271	665.0015415	681.2508447	708.7597327	753.8029679	761.9396313	778.8421089	865.3108684	885.3794309	900.4357201
1682	413.1070192	442.9763500	490.3018667	510.2402624	560.1169467	620.0267397	665.0003542	681.2496574	708.7585453	753.8017805	761.9384439	778.8409215	865.3096810	885.3782435	900.4345327
1683	413.1058318	442.9751626	490.3006793	510.2390750	560.1157593	620.0255523	664.9991668	681.2484700	708.7573579	753.8005931	761.9372565	778.8397341	865.3084936	885.3770561	900.4333454
1684	413.1046444	442.9739753	490.2994920	510.2378877	560.1145719	620.0243650	664.9979794	681.2472826	708.7561705	753.7994057	761.9360691	778.8385467	865.3073062	885.3758687	900.4321580
1685	413.1034570	442.9727879	490.2983046	510.2367003	560.1133845	620.0231776	664.9967920	681.2460952	708.7549831	753.7982183	761.9348817	778.8373594	865.3061188	885.3746813	900.4309706
1686	413.1022697	442.9716005	490.2971172	510.2355129	560.1121971	620.0219902	664.9956046	681.2449078	708.7537957	753.7970309	761.9336944	778.8361720	865.3049315	885.3734939	900.4297832
1687	413.1010823	442.9704131	490.2959298	510.2343255	560.1110097	620.0208028	664.9944172	681.2437204	708.7526084	753.7958436	761.9325070	778.8349846	865.3037441	885.3723066	900.4285958
1688	413.0998949	442.9692257	490.2947424	510.2331381	560.1098224	620.0196154	664.9932299	681.2425331	708.7514210	753.7946562	761.9313196	778.8337972	865.3025567	885.3711192	900.4274084
1689	413.0987075	442.9680383	490.2935550	510.2319507	560.1086350	620.0184280	664.9920425	681.2413457	708.7502336	753.7934688	761.9301322	778.8326098	865.3013693	885.3699318	900.4262211
1690	413.0975201	442.9668510	490.2923677	510.2307634	560.1074476	620.0172407	664.9908551	681.2401583	708.7490462	753.7922814	761.9289448	778.8314224	865.3001819	885.3687444	900.4250337
1691	413.0963327	442.9656636	490.2911803	510.2295760	560.1062602	620.0160533	664.9896677	681.2389709	708.7478588	753.7910940	761.9277574	778.8302351	865.2989945	885.3675570	900.4238463
1692	413.0951454	442.9644762	490.2899929	510.2283886	560.1050728	620.0148659	664.9884803	681.2377835	708.7466714	753.7899066	761.9265701	778.8290477	865.2978072	885.3663696	900.4226589
1693	413.0939580	442.9632888	490.2888055	510.2272012	560.1038854	620.0136785	664.9872929	681.2365961	708.7454841	753.7887193	761.9253827	778.8278603	865.2966198	885.3651823	900.4214715
1694	413.0927706	442.9621014	490.2876181	510.2260138	560.1026981	620.0124911	664.9861056	681.2354088	708.7442967	753.7875319	761.9241953	778.8266729	865.2954324	885.3639949	900.4202841
1695	413.0915832	442.9609140	490.2864307	510.2248264	560.1015107	620.0113037	664.9849182	681.2342214	708.7431093	753.7863445	761.9230079	778.8254855	865.2942450	885.3628075	900.4190968
1696	413.0903958	442.9597267	490.2852434	510.2236391	560.1003233	620.0101164	664.9837308	681.2330340	708.7419219	753.7851571	761.9218205	778.8242981	865.2930576	885.3616201	900.4179094
1697	413.0892084	442.9585393	490.2840560	510.2224517	560.0991359	620.0089290	664.9825434	681.2318466	708.7407345	753.7839697	761.9206331	778.8231108	865.2918702	885.3604327	900.4167220
1698	413.0880211	442.9573519	490.2828686	510.2212643	560.0979485	620.0077416	664.9813560	681.2306592	708.7395471	753.7827823	761.9194458	778.8219234	865.2906829	885.3592453	900.4155346
1699	413.0868337	442.9561645	490.2816812	510.2200769	560.0967611	620.0065542	664.9801686	681.2294718	708.7383598	753.7815950	761.9182584	778.8207360	865.2894955	885.3580580	900.4143472
1700	413.0856463	442.9549771	490.2804938	510.2188895	560.0955738	620.0053668	664.9789813	681.2282845	708.7371724	753.7804076	761.9170710	778.8195486	865.2883081	885.3568706	900.4131598
1701	413.0844589	442.9537897	490.2793064	510.2177021	560.0943864	620.0041794	664.9777939	681.2270971	708.7359850	753.7792202	761.9158836	778.8183612	865.2871207	885.3556832	900.4119725
1702	413.0832715	442.9526024	490.2781191	510.2165148	560.0931990	620.0029921	664.9766065	681.2259097	708.7347976	753.7780328	761.9146962	778.8171738	865.2859333	885.3544958	900.4107851
1703	413.0820841	442.9514150	490.2769317	510.2153274	560.0920116	620.0018047	664.9754191	681.2247223	708.7336102	753.7768454	761.9135088	778.8159865	865.2847459	885.3533084	900.4095977
1704	413.0808968	442.9502276	490.2757443	510.2141400	560.0908242	620.0006173	664.9742317	681.2235349	708.7324228	753.7756580	761.9123215	778.8147991	865.2835586	885.3521210	900.4084103
1705	413.0797094	442.9490402	490.2745569	510.2129526	560.0896368	619.9994299	664.9730443	681.2223475	708.7312355	753.7744707	761.9111341	778.8136117	865.2823712	885.3509337	900.4072229
1706	413.0785220	442.9478528	490.2733695	510.2117652	560.0884495	619.9982425	664.9718570	681.2211602	708.7300481	753.7732833	761.9099467	778.8124243	865.2811838	885.3497463	900.4060355
1707	413.0773346	442.9466654	490.2721821	510.2105778	560.0872621	619.9970551	664.9706696	681.2199728	708.7288607	753.7720959	761.9087593	778.8112369	865.2799964	885.3485589	900.4048482
1708	413.0761472	442.9454781	490.2709948	510.2093905	560.0860747	619.9958678	664.9694822	681.2187854	708.7276733	753.7709085	761.9075719	778.8100495	865.2788090	885.3473715	900.4036608
1709	413.0749598	442.9442907	490.2698074	510.2082031	560.0848873	619.9946804	664.9682948	681.2175980	708.7264859	753.7697211	761.9063845	778.8088622	865.2776216	885.3461841	900.4024734
1710	413.0737725	442.9431033	490.2686200	510.2070157	560.0836999	619.9934930	664.9671074	681.2164106	708.7252985	753.7685337	761.9051972	778.8076748	865.2764343	885.3449967	900.4012860
1711	413.0725851	442.9419159	490.2674326	510.2058283	560.0825125	619.9923056	664.9659200	681.2152232	708.7241112	753.7673464	761.9040098	778.8064874	865.2752469	885.3438094	900.4000986
1712	413.0713977	442.9407285	490.2662452	510.2046409	560.0813252	619.9911182	664.9647327	681.2140359	708.7229238	753.7661590	761.9028224	778.8053000	865.2740595	885.3426220	900.3989112
1713	413.0702103	442.9395411	490.2650578	510.2034535	560.0801378	619.9899308	664.9635453	681.2128485	708.7217364	753.7649716	761.9016350	778.8041126	865.2728721	885.3414346	900.3977239
1714	413.0690229	442.9383538	490.2638705	510.2022662	560.0789504	619.9887435	664.9623579	681.2116611	708.7205490	753.7637842	761.9004476	778.8029252	865.2716847	885.3402472	900.3965365
1715	413.0678355	442.9371664	490.2626831	510.2010788	560.0777630	619.9875561	664.9611705	681.2104737	708.7193616	753.7625968	761.8992602	778.8017379	865.2704973	885.3390598	900.3953491
1716	413.0666482	442.9359790	490.2614957	510.1998914	560.0765756	619.9863687	664.9599831	681.2092863	708.7181742	753.7614094	761.8980729	778.8005505	865.2693100	885.3378724	900.3941617
1717	413.0654608	442.9347916	490.2603083	510.1987040	560.0753882	619.9851813	664.9587957	681.2080989	708.7169869	753.7602221	761.8968855	778.7993631	865.2681226	885.3366851	900.3929743
1718	413.0642734	442.9336042	490.2591209	510.1975166	560.0742009	619.9839939	664.9576084	681.2069116	708.7157995	753.7590347	761.8956981	778.7981757	865.2669352	885.3354977	900.3917869
1719	413.0630860	442.9324168	490.2579335	510.1963292	560.0730135	619.9828065	664.9564210	681.2057242	708.7146121	753.7578473	761.8945107	778.7969883	865.2657478	885.3343103	900.3905996
1720	413.0618986	442.9312295	490.2567462	510.1951419	560.0718261	619.9816192	664.9552336	681.2045368	708.7134247	753.7566599	761.8933233	778.7958009	865.2645604	885.3331229	900.3894122
1721	413.0607112	442.9300421	490.2555588	510.1939545	560.0706387	619.9804318	664.9540462	681.2033494	708.7122373	753.7554725	761.8921359	778.7946136	865.2633730	885.3319355	900.3882248
