detector	E0_band0	E0_band1	E0_band2	E0_band3	E0_band4	E0_band5	E0_band6	E0_band7	E0_band8	E0_band9	E0_band10	E0_band11	E0_band12	E0_band13	E0_band14
186	1718.283079040980	1904.679606501090	1940.723965876120	1915.689807079710	1795.203497402850	1648.669232844490	1529.718565187470	1468.130931320510	1402.348722917600	1266.374280909900	1249.481262279000	1173.230471365520	959.654641362512	929.787556866018	894.279562509655
187	1718.265144477410	1904.504695156480	1940.617631146660	1915.795930056200	1795.250348252190	1648.676229308720	1529.734657335790	1468.154200100930	1402.386140053710	1266.373126402450	1249.482212349390	1173.255321422890	959.655260886567	929.783680430338	894.293764080839
188	1718.247226901060	1904.329893699780	1940.511590466070	1915.901673279970	1795.297249927590	1648.683348412370	1529.750701512550	1468.177503703210	1402.423520697150	1266.371955388640	1249.483188941160	1173.280176197650	959.655824615532	929.779806376313	894.307896987423
189	1718.229306828900	1904.155168829700	1940.405845830850	1916.007071433380	1795.344206166430	1648.690587085710	1529.766694584120	1468.200842511970	1402.460865724170	1266.370765075440	1249.484195616350	1173.305030465050	959.656330003802	929.775949124716	894.321962103582
190	1718.211389869310	1903.980569101330	1940.300394826250	1916.112082840290	1795.391212607520	1648.697947222000	1529.782637925780	1468.224214389870	1402.498175699370	1266.369560022450	1249.485236025480	1173.329889083200	959.656773091898	929.772093191900	894.335960237035
191	1718.193466654510	1903.806060316040	1940.195253322490	1916.216739888550	1795.438273481160	1648.705427108830	1529.798532369820	1468.247622448000	1402.535447522020	1266.368334824180	1249.486302674040	1173.354748141840	959.657159672587	929.768252166803	894.349886871067
192	1718.175543981470	1903.631661583470	1940.090403142590	1916.321033524830	1795.485380495110	1648.713027345010	1529.814375752670	1468.271062605380	1402.572683718080	1266.367094045980	1249.487410880270	1173.379609273280	959.657484828776	929.764419899914	894.363748441367
193	1718.157620178620	1903.457372595190	1939.985860382650	1916.424964661190	1795.532536686460	1648.720746200520	1529.830169309730	1468.294538036940	1402.609883432660	1266.365834958210	1249.488541141930	1173.404472792440	959.657750601700	929.760601560940	894.377533315147
194	1718.139694386060	1903.283193396370	1939.881617716270	1916.528540703060	1795.579743056740	1648.728583704610	1529.845912303970	1468.318046286300	1402.647048796900	1266.364558494130	1249.489717472400	1173.429338439260	959.657954178263	929.756799676210	894.391252441526
195	1718.121771974890	1903.109142328050	1939.777681711500	1916.631742269050	1795.626994631550	1648.736538688550	1529.861605458390	1468.341587939320	1402.684178480910	1266.363264953140	1249.490920467930	1173.454204889160	959.658090991085	929.753012446753	894.404894566960
196	1718.103829911610	1902.935190034080	1939.674059609760	1916.734599287510	1795.674295937830	1648.744609311140	1529.877248657210	1468.365163167600	1402.721272089180	1266.361952648120	1249.492165391770	1173.479072910860	959.658163097624	929.749249157275	894.418465307144
197	1718.085900521090	1902.761373930550	1939.570742804660	1916.837081737140	1795.721640035270	1648.752796607440	1529.892841604600	1468.388770172750	1402.758330851800	1266.360624188670	1249.493445036060	1173.503946431250	959.658167717296	929.745497591421	894.431963344837
198	1718.067960417490	1902.587663829540	1939.467744281880	1916.939219506270	1795.769031666040	1648.761103339070	1529.908385678510	1468.412412189120	1402.795350773770	1266.359277474890	1249.494762422140	1173.528819574810	959.658108400523	929.741774126951	894.445387320452
199	1718.050019952180	1902.414088616320	1939.365053511130	1917.040992410900	1795.816465093680	1648.769520399710	1529.923878045610	1468.436084593960	1402.832339130590	1266.357915325630	1249.496121364210	1173.553696979780	959.657975071966	929.738066832805	894.458738643639
200	1718.032074001160	1902.240639736430	1939.262684026820	1917.142408344120	1795.863941864010	1648.778050879040	1529.939321450550	1468.459790718980	1402.869286619910	1266.356535001050	1249.497513441240	1173.578575863930	959.657780799969	929.734387743327	894.472011407505
201	1718.014121045660	1902.067312306310	1939.160630437170	1917.243470407190	1795.911464751090	1648.786694049110	1529.954713030190	1468.483527497570	1402.906200525940	1266.355137516410	1249.498955010280	1173.603457079320	959.657516352577	929.730728228058	894.485209348546
202	1717.996165359610	1901.894128825800	1939.058895772310	1917.344166903340	1795.959025909880	1648.795449202420	1529.970055686950	1468.507297412030	1402.943074798890	1266.353723812720	1249.500428107520	1173.628341266200	959.657181964177	929.727093659681	894.498329002925
203	1717.978193344840	1901.721053858230	1938.957481015330	1917.444532058300	1796.006629092740	1648.804315370780	1529.985345166780	1468.531098388300	1402.979912720560	1266.352291259350	1249.501948889620	1173.653225961910	959.656776364046	929.723484785013	894.511373659068
204	1717.960221659790	1901.548136916080	1938.856383973480	1917.544522646070	1796.054270677240	1648.813292131780	1530.000583836500	1468.554930830710	1403.016715898250	1266.350844374710	1249.503509353310	1173.678116628700	959.656300779995	929.719900596269	894.524338098851
205	1717.942236279420	1901.375340216920	1938.755611695630	1917.644174330320	1796.101953874510	1648.822378546190	1530.015770829140	1468.578795357410	1403.053481115700	1266.349377946810	1249.505112962060	1173.703006405330	959.655751328326	929.716345323517	894.537224082473
206	1717.924239713600	1901.202696293740	1938.655163884030	1917.743466389050	1796.149674625260	1648.831573265690	1530.030907362130	1468.602689504450	1403.090212744480	1266.347896646140	1249.506763652690	1173.727901003110	959.655126222795	929.712819328143	894.550032649102
207	1717.906233065930	1901.030195190700	1938.555047270570	1917.842407709490	1796.197433204310	1648.840875202300	1530.045993455070	1468.626616182530	1403.126905557690	1266.346396975900	1249.508452728150	1173.752797904470	959.654426128033	929.709326983700	894.562759823396
208	1717.888215212410	1900.857832530930	1938.455260146080	1917.941008470810	1796.245229063330	1648.850287084730	1530.061028608330	1468.650571702040	1403.163564813120	1266.344880517000	1249.510196521560	1173.777697357640	959.653647562759	929.705864906931	894.575410017015
209	1717.870192293280	1900.685631256080	1938.355803851660	1918.039246276820	1796.293059446440	1648.859805124340	1530.076013549280	1468.674559017520	1403.200185044250	1266.343348488020	1249.511977340530	1173.802599058750	959.652792858187	929.702435812552	894.587976285282
210	1717.852150509790	1900.513564471680	1938.256680667270	1918.137156789480	1796.340929203420	1648.869426250030	1530.090946241430	1468.698575596630	1403.236771778330	1266.341797974550	1249.513811733490	1173.827501369120	959.651860313761	929.699046430867	894.600463106769
211	1717.834104652540	1900.341664836240	1938.157887088010	1918.234698638320	1796.388829688020	1648.879151881420	1530.105827532840	1468.722622050290	1403.273320798240	1266.340233560610	1249.515690018240	1173.852409704630	959.650849562444	929.695686636195	894.612866806769
212	1717.816043032780	1900.169905358320	1938.059434684600	1918.331905805310	1796.436765604990	1648.888980712050	1530.120658181190	1468.746698642090	1403.309833370230	1266.338649883830	1249.517616370680	1173.877317480240	959.649760756027	929.692368177954	894.625188131923
213	1717.797964305630	1899.998310126440	1937.961314661760	1918.428764817500	1796.484736058710	1648.898912629320	1530.135436385920	1468.770803387280	1403.346309343920	1266.337051498710	1249.519594525060	1173.902230297720	959.648590285804	929.689080432029	894.637427599507
214	1717.779870608330	1899.826874069560	1937.863539069860	1918.525279961200	1796.532739142640	1648.908946448410	1530.150162882830	1468.794939177610	1403.382746911050	1266.335435898440	1249.521615627380	1173.927144638260	959.647340478823	929.685833556190	894.649581957923
215	1717.761760225260	1899.655582865780	1937.766098081270	1918.621460951450	1796.580772681220	1648.919080788030	1530.164837419150	1468.819102101950	1403.419150167100	1266.333804032320	1249.523696947580	1173.952061757270	959.646009029407	929.682623731788	894.661651894435
216	1717.743638132140	1899.484475721960	1937.668999511280	1918.717285761410	1796.628836168050	1648.929315166240	1530.179458906480	1468.843295151810	1403.455515133070	1266.332155977020	1249.525818969540	1173.976982888310	959.644593323480	929.679454413047	894.673637958746
217	1717.725482343660	1899.313513828580	1937.572246899540	1918.812788767770	1796.676933544360	1648.939647498700	1530.194029555800	1468.867515747680	1403.491846093130	1266.330491832620	1249.527998971900	1174.001904514550	959.643093047628	929.676327132953	894.685540863256
218	1717.707324939550	1899.142744087090	1937.475839982940	1918.907932350330	1796.725057585170	1648.950078958950	1530.208548044450	1468.891764558820	1403.528139306570	1266.328812309580	1249.530227631270	1174.026829052310	959.641504276463	929.673241188210	894.697357128830
219	1717.689143766350	1898.972130835000	1937.379784041810	1919.002749564390	1796.773212608600	1648.960608255490	1530.223015474860	1468.916042293270	1403.564396182650	1266.327115285350	1249.532508806520	1174.051756308050	959.639830473441	929.670205480790	894.709087603225
220	1717.670946240200	1898.801699558970	1937.284071848150	1919.097225274410	1796.821395515310	1648.971233834920	1530.237430697560	1468.940346277630	1403.600618784120	1266.325404565370	1249.534844105840	1174.076688589290	959.638063204910	929.667209192320	894.720731083180
221	1717.652728502210	1898.631443621380	1937.188718105230	1919.191364549550	1796.869606176430	1648.981958107300	1530.251793222030	1468.964679901940	1403.636802325670	1266.323675814040	1249.537228073210	1174.101622911410	959.636213459456	929.664262815510	894.732287553592
222	1717.634490422010	1898.461361873130	1937.093707919390	1919.285169003760	1796.917843571380	1648.992773572710	1530.266103152520	1468.989038492900	1403.672954148420	1266.321932662940	1249.539678191000	1174.126560247200	959.634272685683	929.661359419692	894.743758079004
223	1717.616233129660	1898.291460023360	1936.999055514110	1919.378639240470	1796.966106031760	1649.003682452230	1530.280361656650	1469.013425347430	1403.709064849580	1266.320173878780	1249.542172342310	1174.151501926800	959.632240955528	929.658503434859	894.755140196960
224	1717.597944829820	1898.121734052320	1936.904757501990	1919.471779796190	1797.014400155310	1649.014684216050	1530.294566363020	1469.037838298930	1403.745141348810	1266.318399717100	1249.544728817770	1174.176444337430	959.630117880737	929.655696675130	894.766435247766
225	1717.579640702580	1897.952206940360	1936.810816453950	1919.564576880670	1797.062712752130	1649.025777755990	1530.308718147420	1469.062277746660	1403.781179641780	1266.316611129360	1249.547338170250	1174.201392607010	959.627904070574	929.652936480619	894.777641116206
226	1717.561308090440	1897.782833644330	1936.717228907960	1919.657064786430	1797.111052443720	1649.036962088280	1530.322816630660	1469.086744316930	1403.817181853020	1266.314805700540	1249.550004047080	1174.226341263510	959.625597981827	929.650229208903	894.788758303402
227	1717.542949287910	1897.613681538600	1936.624001292220	1919.749203012640	1797.159414324960	1649.048236352710	1530.336862248850	1469.111235435400	1403.853150743800	1266.312987791460	1249.552730620540	1174.251295457210	959.623199290661	929.647569271531	894.799788465267
228	1717.524564673440	1897.444705218100	1936.531143315080	1919.841026928800	1797.207801497010	1649.059599813500	1530.350855296750	1469.135754381630	1403.889081296340	1266.311152110560	1249.555507681280	1174.276252788430	959.620704625778	929.644962038110	894.810727613886
229	1717.506156177630	1897.275930882800	1936.438642726030	1919.932514203510	1797.256209988110	1649.071050751060	1530.364795737200	1469.160296759620	1403.924978823830	1266.309302756390	1249.558353554310	1174.301213375200	959.618110617445	929.642410177281	894.821578298795
230	1717.487720199100	1897.107352291720	1936.346511496130	1920.023675335950	1797.304640440630	1649.082588316360	1530.378683260590	1469.184865905100	1403.960837734500	1266.307438698920	1249.561247634520	1174.326176505240	959.615420602876	929.639911958152	894.832337856295
231	1717.469250181740	1896.938967506160	1936.254747529550	1920.114522124350	1797.353093799910	1649.094214493640	1530.392517814900	1469.209459178930	1403.996663462280	1266.305560116380	1249.564208324900	1174.351141124080	959.612629177227	929.637472408231	894.843009089562
232	1717.450757963850	1896.770795289710	1936.163351566200	1920.205030530180	1797.401565522770	1649.105925741690	1530.406299467370	1469.234077173330	1404.032452463900	1266.303667961770	1249.567221343660	1174.376110970750	959.609742383252	929.635082855988	894.853587286318
233	1717.432235442710	1896.602800672200	1936.072323409900	1920.295237460830	1797.450058982110	1649.117718891290	1530.420026859650	1469.258720257390	1404.068205774010	1266.301759893070	1249.570302077840	1174.401082332210	959.606755513166	929.632757920573	894.864076065436
234	1717.413683424010	1896.435034293430	1935.981662258800	1920.385100692400	1797.498570829300	1649.129595196820	1530.433700710030	1469.283386137520	1404.103924139370	1266.299840097920	1249.573439372440	1174.426060931920	959.603664320494	929.630480663799	894.874473112879
235	1717.395095016140	1896.267460219600	1935.891383681370	1920.474655342050	1797.547105001930	1649.141553440450	1530.447321270460	1469.308077942310	1404.139604545330	1266.297903895380	1249.576637714280	1174.451039212350	959.600474120340	929.628264983361	894.884778583084
236	1717.376473984380	1896.100097519480	1935.801469427550	1920.563888744960	1797.595653834860	1649.153592911980	1530.460888069050	1469.332791457390	1404.175249719820	1266.295955485310	1249.579901698390	1174.476022971630	959.597181514621	929.626102677833	894.894994356335
237	1717.357819364360	1895.932946087500	1935.711935408670	1920.652804476140	1797.644220478540	1649.165712372650	1530.474399419490	1469.357529844910	1404.210858879570	1266.293992566500	1249.583220114580	1174.501009551220	959.593786512591	929.624001159139	894.905115304967
238	1717.339131061320	1895.766005868020	1935.622771366600	1920.741410435180	1797.692806140260	1649.177911241430	1530.487858049490	1469.382290620050	1404.246434364900	1266.292016112120	1249.586612268660	1174.525999697110	959.590287780590	929.621958913847	894.915147598613
239	1717.320411321140	1895.599295642770	1935.533986096180	1920.829687243620	1797.741406320270	1649.190188277470	1530.501261729900	1469.407074289240	1404.281974896400	1266.290026464260	1249.590056028440	1174.550991957570	959.586679946827	929.619977281926	894.925082849546
240	1717.301641147290	1895.432784441800	1935.445588589190	1920.917666556140	1797.790025475890	1649.202541579510	1530.514612126250	1469.431880383210	1404.317480246660	1266.288022350880	1249.593570573880	1174.575987300130	959.582965280439	929.618060505239	894.934926438428
241	1717.282847450500	1895.266511050900	1935.357568062620	1921.005317366780	1797.838657397630	1649.214971569120	1530.527908284850	1469.456708841780	1404.352951816180	1266.286006022870	1249.597145739940	1174.600989725150	959.579141310332	929.616202158608	894.944677894754
242	1717.264010871490	1895.100443740520	1935.269937493180	1921.092671309610	1797.887306729310	1649.227481154410	1530.541150985800	1469.481560353900	1404.388385659270	1266.283976074540	1249.600785007960	1174.625993160930	959.575210624756	929.614412409222	894.954336185290
243	1717.245138755100	1894.934612090950	1935.182686296060	1921.179707519800	1797.935968337220	1649.240060657440	1530.554339123540	1469.506432225250	1404.423789262630	1266.281934953810	1249.604492907990	1174.651002366170	959.571164527821	929.612681094887	894.963903112900
244	1717.226226568530	1894.769006960200	1935.095828865820	1921.266434856510	1797.984643897830	1649.252713307280	1530.567472551920	1469.531327778890	1404.459152004150	1266.279880394740	1249.608257660700	1174.676014502000	959.567014198321	929.611019431562	894.973373543427
245	1717.207274179660	1894.603622858990	1935.009355390900	1921.352858149440	1798.033336509500	1649.265437993320	1530.580551814650	1469.556242399660	1404.494485316400	1266.277813422200	1249.612099807560	1174.701030447060	959.562751587461	929.609418428506	894.982751016785
246	1717.188281538060	1894.438482992270	1934.923271243440	1921.438963753490	1798.082038597170	1649.278233784710	1530.593576906320	1469.581179328320	1404.529779056410	1266.275735001370	1249.615995469200	1174.726050896570	959.558377109770	929.607882616920	894.992033422931
247	1717.169239685500	1894.273550434530	1934.837577422230	1921.524787726610	1798.130754228330	1649.291099462010	1530.606545301420	1469.606136351260	1404.565039006470	1266.273642937720	1249.619964891480	1174.751073285060	959.553889153885	929.606412006138	895.001223768290
248	1717.150159428730	1894.108875587650	1934.752271156810	1921.610286146450	1798.179479950030	1649.304034281880	1530.619458752670	1469.631113856320	1404.600264955560	1266.271541339890	1249.623997272540	1174.776103204020	959.549289030106	929.605005029752	895.010317879241
249	1717.131031140390	1893.944418815680	1934.667354949440	1921.695496018910	1798.228219333910	1649.317037334670	1530.632315813750	1469.656112376480	1404.635456528540	1266.269425705550	1249.628096434620	1174.801133649770	959.544572332222	929.603665420469	895.019317826501
250	1717.111854149140	1893.780214961050	1934.582836878180	1921.780396094100	1798.276968541070	1649.330106928700	1530.645119419040	1469.681129430610	1404.670615912240	1266.267300234870	1249.632266771290	1174.826170451050	959.539738402933	929.602392824563	895.028225066229
251	1717.092630242720	1893.616252495610	1934.498718973850	1921.864996355880	1798.325728130000	1649.343242015070	1530.657866702450	1469.706167932950	1404.705738671070	1266.265162217700	1249.636496660230	1174.851211148000	959.534786626596	929.601190982561	895.037036520380
252	1717.073359325760	1893.452526642270	1934.414999751930	1921.949308251970	1798.374497720860	1649.356444850040	1530.670560655300	1469.731224066130	1404.740830382480	1266.263013039150	1249.640806286570	1174.876255899350	959.529714729945	929.600055973034	895.045756273640
253	1717.054043796970	1893.289060699500	1934.331680126640	1922.033308579910	1798.423274957930	1649.369711589640	1530.683198844510	1469.756300796750	1404.775885409690	1266.260853926940	1249.645172581770	1174.901304320730	959.524524299961	929.598989940871	895.054378883389
254	1717.034674294600	1893.125826517990	1934.248764725850	1922.117033546070	1798.472065040530	1649.383039120460	1530.695781579840	1469.781395527190	1404.810909599210	1266.258682394070	1249.649615941250	1174.926354817810	959.519213904911	929.597999184474	895.062908460965
255	1717.015259930500	1892.962857548390	1934.166245609960	1922.200442902370	1798.520859454080	1649.396428387190	1530.708308033090	1469.806508817500	1404.845898720000	1266.256501902260	1249.654123839020	1174.951412905030	959.513783949129	929.597072793423	895.071342418663
256	1716.995793490600	1892.800125498210	1934.084132500160	1922.283571735810	1798.569663326460	1649.409878524900	1530.720779477240	1469.831640927900	1404.880854188100	1266.254309363140	1249.658700840100	1174.976471898990	959.508233007503	929.596221785313	895.079681830584
257	1716.976269986410	1892.637655047210	1934.002421108650	1922.366403333070	1798.618475913710	1649.423388430460	1530.733195065640	1469.856789737810	1404.915776044440	1266.252108838400	1249.663351048480	1175.001537506710	959.502559083675	929.595434984049	895.087927392693
258	1716.956692391280	1892.475440505900	1933.921124210680	1922.448944345810	1798.667295576230	1649.436957439690	1530.745553648560	1469.881958207690	1404.950662396270	1266.249896021180	1249.668062840860	1175.026606116140	959.496762971953	929.594721785454	895.096077210621
259	1716.937059407870	1892.313465981070	1933.840225568660	1922.531204528890	1798.716120582090	1649.450583456280	1530.757857142480	1469.907142241140	1404.985517665920	1266.247674942260	1249.672857491890	1175.051679019940	959.490843723765	929.594077846409	895.104131293504
260	1716.917373083440	1892.151772851000	1933.759736136200	1922.613162511000	1798.764950258790	1649.464266084730	1530.770101525500	1469.932344872680	1405.020337716340	1266.245443494710	1249.677709815320	1175.076757460730	959.484798291430	929.593505930423	895.112092112924
261	1716.897615847850	1891.990328100440	1933.679661584030	1922.694845323220	1798.813789381570	1649.478003476150	1530.782292532380	1469.957563499490	1405.055127150260	1266.243202673090	1249.682641110630	1175.101837876980	959.478626624133	929.593006486904	895.119959707200
262	1716.877813808970	1891.829163476970	1933.599999366700	1922.776230776840	1798.862630298320	1649.491795402450	1530.794425893770	1469.982798729990	1405.089882207840	1266.240953272100	1249.687639098510	1175.126922565390	959.472325150684	929.592578936055	895.127731898865
263	1716.857949307560	1891.668243549290	1933.520754185570	1922.857350690570	1798.911478140500	1649.505641761200	1530.806504437280	1470.008051243050	1405.124604406060	1266.238693489950	1249.692708174430	1175.152011654650	959.465896758106	929.592230701432	895.135409774634
264	1716.838026211160	1891.507614613210	1933.441919327810	1922.938170772790	1798.960328463850	1649.519540407340	1530.818526419530	1470.033318296150	1405.159295948710	1266.236426737520	1249.697850527040	1175.177107334180	959.459334498696	929.591951270893	895.142992425593
265	1716.818041542610	1891.347243097510	1933.363512018420	1923.018723356320	1799.009185251400	1649.533493877300	1530.830490819860	1470.058603318320	1405.193951973040	1266.234149463950	1249.703057702800	1175.202206547240	959.452648157978	929.591749660936	895.150481064156
266	1716.797996300750	1891.187146185080	1933.285510692900	1923.098989581620	1799.058043400220	1649.547494147040	1530.842399409630	1470.083901499020	1405.228580169310	1266.231864900630	1249.708351340030	1175.227310294380	959.445828457502	929.591618938146	895.157876049316
267	1716.777887683590	1891.027323277630	1933.207932152790	1923.178977205750	1799.106904729420	1649.561543740830	1530.854250476580	1470.109216188080	1405.263170937460	1266.229572199720	1249.713703474160	1175.252419957180	959.438879003056	929.591562527316	895.165176949666
268	1716.757710162920	1890.867769870930	1933.130773214870	1923.258692276310	1799.155772519650	1649.575641689470	1530.866045113010	1470.134545101110	1405.297731551470	1266.227271655820	1249.719136531500	1175.277531812990	959.431794838405	929.591581401149	895.172384338169
269	1716.737469502170	1890.708509423980	1933.054036092520	1923.338119302520	1799.204639145490	1649.589786857540	1530.877781282910	1470.159888633220	1405.332257867740	1266.224964208550	1249.724638251780	1175.302651124660	959.424580769770	929.591672618656	895.179497536998
270	1716.717158272770	1890.549494122880	1932.977714069010	1923.417292583320	1799.253509059620	1649.603978136180	1530.889460369780	1470.185247338590	1405.366752169050	1266.222647900940	1249.730212737060	1175.327771059300	959.417232868680	929.591841311113	895.186517265999
271	1716.696780869090	1890.390794699880	1932.901818536460	1923.496172944530	1799.302378539590	1649.618214412640	1530.901082203160	1470.210618646300	1405.401217369870	1266.220326636920	1249.735864696750	1175.352900483910	959.409752660770	929.592081766510	895.193444869337
272	1716.676328393880	1890.232362917780	1932.826357071660	1923.574795226190	1799.351251503230	1649.632495101740	1530.912646542690	1470.236005837580	1405.435648318350	1266.217995968180	1249.741581009530	1175.378031642730	959.402135942582	929.592397979053	895.200279355292
273	1716.655811378010	1890.074225854810	1932.751317221430	1923.653137382990	1799.400123855360	1649.646818210730	1530.924155042640	1470.261404419620	1405.470050779110	1266.215659572670	1249.747379588780	1175.403171185670	959.394380477487	929.592792745954	895.207020721775
274	1716.635222843300	1889.916376440480	1932.676709763260	1923.731210280000	1799.448996615490	1649.661182995460	1530.935604429910	1470.286817735620	1405.504418743550	1266.213316711520	1249.753243000430	1175.428311981320	959.386488673052	929.593263377381	895.213668847562
275	1716.614556717140	1889.758812374860	1932.602534824160	1923.809026402900	1799.497870924550	1649.675591341230	1530.946998292110	1470.312243108800	1405.538758094730	1266.210967654970	1249.759194409810	1175.453457617070	959.378456422855	929.593811600903	895.220227121128
276	1716.593821963050	1889.601552544090	1932.528790750920	1923.886561486140	1799.546742386570	1649.690039598700	1530.958333708570	1470.337681090710	1405.573065128550	1266.208613397250	1249.765206021350	1175.478609096530	959.370289533676	929.594436006803	895.226690721922
277	1716.573015540170	1889.444560188350	1932.455474997090	1923.963851804150	1799.595614949090	1649.704524692600	1530.969611111370	1470.363132064050	1405.607341030640	1266.206251962430	1249.771301196450	1175.503763564290	959.361983361953	929.595139785835	895.233063289297
278	1716.552131117170	1889.287887703080	1932.382588840650	1924.040857017050	1799.644485051600	1649.719047468940	1530.980830591810	1470.388593615110	1405.641586720740	1266.203887144090	1249.777465708360	1175.528926841880	959.353533711708	929.595914743111	895.239343923473
279	1716.531166949830	1889.131497283860	1932.310146521340	1924.117612134410	1799.693357245010	1649.733607385610	1530.991991863890	1470.414068934700	1405.675798982570	1266.201514989800	1249.783704717810	1175.554091263840	959.344945708431	929.596770980383	895.245533073716
280	1716.510123370130	1888.975407942150	1932.238130854850	1924.194102012790	1799.742223828010	1649.748202618110	1531.003096144790	1470.439552939170	1405.709980970860	1266.199139293350	1249.790023464010	1175.579262731320	959.336217660894	929.597697121596	895.251632845336
281	1716.489000337400	1888.819619481830	1932.166556524740	1924.270331885690	1799.791088242320	1649.762832618840	1531.014138901810	1470.465051012100	1405.744131535640	1266.196758173060	1249.796407743720	1175.604438498310	959.327348006204	929.598701214823	895.257639640367
282	1716.467798576500	1888.664131617470	1932.095410988850	1924.346309433070	1799.839952006070	1649.777496346060	1531.025126314770	1470.490557755410	1405.778253443060	1266.194372621810	1249.802880942030	1175.629619340240	959.318337070179	929.599781471577	895.263558326267
283	1716.446517117310	1888.508963333050	1932.024704832480	1924.422015956390	1799.888810525150	1649.792192751270	1531.036053273990	1470.516076520180	1405.812345187910	1266.191983081540	1249.809415356350	1175.654803667620	959.309179063367	929.600938590364	895.269383392502
284	1716.425141421890	1888.354081787850	1931.954448431250	1924.497482387430	1799.937668971390	1649.806920050900	1531.046923232910	1470.541604665970	1405.846406708760	1266.189588555720	1249.816034168150	1175.679992641250	959.299876784236	929.602175900962	895.275118887905
285	1716.403692645080	1888.199527326670	1931.884629298670	1924.572678819540	1799.986520700230	1649.821678360660	1531.057734627110	1470.567142808120	1405.880438117700	1266.187190991500	1249.822724405080	1175.705190323080	959.290428507611	929.603487173308	895.280765987718
286	1716.382155859640	1888.045266413590	1931.815259503040	1924.647636200690	1800.035371020520	1649.836470898570	1531.068487681980	1470.592691624900	1405.914439564770	1266.184789546910	1249.829490191340	1175.730390447290	959.280836072119	929.604880106848	895.286323835705
287	1716.360535395660	1887.891329125030	1931.746329215550	1924.722333773570	1800.084214857420	1649.851287645890	1531.079183035840	1470.618248351960	1405.948413054850	1266.182386322650	1249.836336458370	1175.755597882250	959.271092597604	929.606346340024	895.291794492057
288	1716.338827464450	1887.737705602030	1931.677852793280	1924.796780459440	1800.133054125260	1649.866132167230	1531.089817719070	1470.643816378360	1405.982353717240	1266.179979560700	1249.843249042230	1175.780809725180	959.261207524436	929.607894604185	895.297174330248
289	1716.317033470940	1887.584389495550	1931.609816320410	1924.870982183520	1800.181892233050	1649.881003222140	1531.100395677800	1470.669390961950	1406.016268702440	1266.177570247890	1249.850251558010	1175.806026873980	959.251174431964	929.609516479622	895.302465568198
290	1716.295149077700	1887.431404786070	1931.542227178230	1924.944923712960	1800.230721515450	1649.895899851410	1531.110914069880	1470.694975423040	1406.050149274410	1266.175159354920	1249.857315900550	1175.831250066530	959.240994253988	929.611215283985	895.307668932014
291	1716.273170071710	1887.278713046750	1931.475086076600	1925.018641102120	1800.279546699750	1649.910820838830	1531.121373244190	1470.720567426900	1406.084001451620	1266.172745110440	1249.864465242190	1175.856476636440	959.230665390793	929.612989881194	895.312786016049
292	1716.251101744050	1887.126365207720	1931.408389878330	1925.092091058330	1800.328363932870	1649.925765287860	1531.131770985170	1470.746167378030	1406.117824851260	1266.170331156710	1249.871686734900	1175.881712302480	959.220189561117	929.614839182668	895.317814452709
293	1716.228938956800	1886.974319818350	1931.342136108560	1925.165310138110	1800.377177460110	1649.940732530200	1531.142110133060	1470.771775761710	1406.151619206250	1266.167913058840	1249.878984593740	1175.906949899860	959.209562236766	929.616764721673	895.322756452583
294	1716.206678013620	1886.822613724060	1931.276339500380	1925.238276913800	1800.425983308720	1649.955720836340	1531.152389951770	1470.797390090770	1406.185386802470	1266.165496606060	1249.886363241350	1175.932195372500	959.198784151491	929.618767442928	895.327613654187
295	1716.184321580350	1886.671233840500	1931.211001694140	1925.311001739570	1800.474782348800	1649.970729375560	1531.162610092010	1470.823013327160	1406.219123044390	1266.163077096570	1249.893809622290	1175.957446321410	959.187853991631	929.620848834733	895.332384700201
296	1716.161870806490	1886.520175056760	1931.146113834350	1925.383496718200	1800.523574356130	1649.985760256750	1531.172772929460	1470.848641528270	1406.252833892970	1266.160658265750	1249.901345586450	1175.982702805490	959.176770999217	929.623005295317	895.337072141589
297	1716.139324511000	1886.369460707390	1931.081686099610	1925.455738020830	1800.572357074830	1650.000809766240	1531.182874646000	1470.874277710370	1406.286513282400	1266.158238713550	1249.908945615740	1176.007964356470	959.165536292398	929.625238156464	895.341673565102
298	1716.116678002620	1886.219061447200	1931.017713202330	1925.527761186640	1800.621136171460	1650.015874858100	1531.192918597780	1470.899919241180	1406.320167439910	1266.155819195240	1249.916631632560	1176.033229416760	959.154149124510	929.627552912674	895.346191550195
299	1716.093934890960	1886.069018926940	1930.954196856730	1925.599520632380	1800.669902938140	1650.030956635980	1531.202901064220	1470.925566658950	1406.353791950640	1266.153400779640	1249.924389866310	1176.058503607680	959.142611009706	929.629938976268	895.350625309905
300	1716.071092672610	1885.919280466890	1930.891134860680	1925.671071986530	1800.718663000250	1650.046054360100	1531.212825074260	1470.951220262710	1406.387388328120	1266.150981508400	1249.932225045410	1176.083780121290	959.130919366813	929.632405047449	895.354976018863
301	1716.048143002580	1885.769901874800	1930.828528052330	1925.742368264110	1800.767415576900	1650.061166475640	1531.222689220030	1470.976877804510	1406.420956748080	1266.148565042150	1249.940140998020	1176.109064780790	959.119074323388	929.634941398201	895.359244410297
