#
# Gaussian Grid N400
# Each record specifies the number of grid points per row in the gaussian 
# grid and also the latitude value of the row
# 
#
#reduced points	regular points	latitude
18	1600	89.827875
25	1600	89.604900
32	1600	89.380610
40	1600	89.156021
45	1600	88.931320
50	1600	88.706564
60	1600	88.481777
60	1600	88.256972
72	1600	88.032155
72	1600	87.807328
75	1600	87.582496
81	1600	87.357659
90	1600	87.132819
96	1600	86.907976
100	1600	86.683130
108	1600	86.458283
120	1600	86.233434
120	1600	86.008584
125	1600	85.783733
128	1600	85.558882
144	1600	85.334029
144	1600	85.109176
150	1600	84.884322
160	1600	84.659468
160	1600	84.434614
180	1600	84.209759
180	1600	83.984903
192	1600	83.760048
192	1600	83.535192
200	1600	83.310336
200	1600	83.085479
216	1600	82.860623
216	1600	82.635766
225	1600	82.410909
240	1600	82.186052
240	1600	81.961195
240	1600	81.736338
250	1600	81.511480
250	1600	81.286623
256	1600	81.061765
270	1600	80.836908
288	1600	80.612050
288	1600	80.387192
288	1600	80.162334
300	1600	79.937476
300	1600	79.712618
320	1600	79.487760
320	1600	79.262902
320	1600	79.038043
324	1600	78.813185
360	1600	78.588327
360	1600	78.363469
360	1600	78.138610
360	1600	77.913752
360	1600	77.688893
360	1600	77.464035
375	1600	77.239176
375	1600	77.014318
384	1600	76.789459
400	1600	76.564600
400	1600	76.339742
400	1600	76.114883
405	1600	75.890024
432	1600	75.665166
432	1600	75.440307
432	1600	75.215448
432	1600	74.990589
450	1600	74.765730
450	1600	74.540872
450	1600	74.316013
480	1600	74.091154
480	1600	73.866295
480	1600	73.641436
480	1600	73.416577
480	1600	73.191718
486	1600	72.966859
500	1600	72.742000
500	1600	72.517141
512	1600	72.292282
512	1600	72.067423
540	1600	71.842564
540	1600	71.617705
540	1600	71.392846
540	1600	71.167987
540	1600	70.943128
576	1600	70.718269
576	1600	70.493410
576	1600	70.268551
576	1600	70.043692
576	1600	69.818833
576	1600	69.593974
600	1600	69.369115
600	1600	69.144255
600	1600	68.919396
600	1600	68.694537
640	1600	68.469678
640	1600	68.244819
640	1600	68.019960
640	1600	67.795101
640	1600	67.570242
640	1600	67.345382
640	1600	67.120523
648	1600	66.895664
675	1600	66.670805
675	1600	66.445946
675	1600	66.221086
675	1600	65.996227
675	1600	65.771368
720	1600	65.546509
720	1600	65.321650
720	1600	65.096790
720	1600	64.871931
720	1600	64.647072
720	1600	64.422213
720	1600	64.197354
729	1600	63.972494
729	1600	63.747635
750	1600	63.522776
750	1600	63.297917
750	1600	63.073057
750	1600	62.848198
768	1600	62.623339
768	1600	62.398480
768	1600	62.173620
800	1600	61.948761
800	1600	61.723902
800	1600	61.499043
800	1600	61.274183
800	1600	61.049324
800	1600	60.824465
810	1600	60.599605
864	1600	60.374746
864	1600	60.149887
864	1600	59.925028
864	1600	59.700168
864	1600	59.475309
864	1600	59.250450
864	1600	59.025590
864	1600	58.800731
864	1600	58.575872
864	1600	58.351012
900	1600	58.126153
900	1600	57.901294
900	1600	57.676435
900	1600	57.451575
900	1600	57.226716
900	1600	57.001857
900	1600	56.776997
960	1600	56.552138
960	1600	56.327279
960	1600	56.102419
960	1600	55.877560
960	1600	55.652701
960	1600	55.427841
960	1600	55.202982
960	1600	54.978123
960	1600	54.753263
960	1600	54.528404
960	1600	54.303545
960	1600	54.078685
972	1600	53.853826
972	1600	53.628967
1000	1600	53.404107
1000	1600	53.179248
1000	1600	52.954389
1000	1600	52.729529
1000	1600	52.504670
1000	1600	52.279811
1024	1600	52.054951
1024	1600	51.830092
1024	1600	51.605233
1024	1600	51.380373
1024	1600	51.155514
1080	1600	50.930655
