detector	lam_band0	lam_band1	lam_band2	lam_band3	lam_band4	lam_band5	lam_band6	lam_band7	lam_band8	lam_band9	lam_band10	lam_band11	lam_band12	lam_band13	lam_band14
18	412.8364960	442.7062002	490.0320577	509.9705149	559.8471648	619.7566061	664.7297706	680.9787809	708.4873998	753.5299125	761.6663958	778.5687330	865.0358540	885.1041164	900.16
19	412.8309462	442.7006503	490.0265078	509.9649651	559.8416149	619.7510563	664.7242208	680.9732310	708.4818499	753.5243626	761.6608459	778.5631831	865.0303042	885.0985665	900.15
20	412.8253963	442.6951005	490.0209579	509.9594152	559.8360651	619.7455064	664.7186709	680.9676811	708.4763000	753.5188127	761.6552960	778.5576333	865.0247543	885.0930166	900.15
21	412.8198464	442.6895506	490.0154081	509.9538653	559.8305152	619.7399565	664.7131210	680.9621312	708.4707501	753.5132629	761.6497461	778.5520834	865.0192044	885.0874668	900.14
22	412.8142965	442.6840007	490.0098582	509.9483154	559.8249653	619.7344066	664.7075711	680.9565813	708.4652002	753.5077130	761.6441963	778.5465335	865.0136545	885.0819169	900.14
23	412.8087466	442.6784508	490.0043083	509.9427655	559.8194154	619.7288567	664.7020212	680.9510315	708.4596504	753.5021631	761.6386464	778.5409836	865.0081046	885.0763670	900.13
24	412.8031968	442.6729009	489.9987584	509.9372157	559.8138655	619.7233069	664.6964714	680.9454816	708.4541005	753.4966132	761.6330965	778.5354337	865.0025548	885.0708171	900.13
25	412.7976469	442.6673511	489.9932085	509.9316658	559.8083157	619.7177570	664.6909215	680.9399317	708.4485506	753.4910633	761.6275466	778.5298839	864.9970049	885.0652672	900.12
26	412.7920970	442.6618012	489.9876587	509.9261159	559.8027658	619.7122071	664.6853716	680.9343818	708.4430007	753.4855135	761.6219967	778.5243340	864.9914550	885.0597174	900.12
27	412.7865471	442.6562513	489.9821088	509.9205660	559.7972159	619.7066572	664.6798217	680.9288319	708.4374508	753.4799636	761.6164469	778.5187841	864.9859051	885.0541675	900.11
28	412.7809972	442.6507014	489.9765589	509.9150161	559.7916660	619.7011073	664.6742718	680.9232821	708.4319010	753.4744137	761.6108970	778.5132342	864.9803552	885.0486176	900.10
29	412.7754474	442.6451515	489.9710090	509.9094663	559.7861161	619.6955575	664.6687220	680.9177322	708.4263511	753.4688638	761.6053471	778.5076843	864.9748054	885.0430677	900.10
30	412.7698975	442.6396017	489.9654591	509.9039164	559.7805663	619.6900076	664.6631721	680.9121823	708.4208012	753.4633139	761.5997972	778.5021345	864.9692555	885.0375178	900.09
31	412.7643476	442.6340518	489.9599093	509.8983665	559.7750164	619.6844577	664.6576222	680.9066324	708.4152513	753.4577641	761.5942473	778.4965846	864.9637056	885.0319680	900.09
32	412.7587977	442.6285019	489.9543594	509.8928166	559.7694665	619.6789078	664.6520723	680.9010825	708.4097014	753.4522142	761.5886975	778.4910347	864.9581557	885.0264181	900.08
33	412.7532478	442.6229520	489.9488095	509.8872667	559.7639166	619.6733579	664.6465224	680.8955327	708.4041516	753.4466643	761.5831476	778.4854848	864.9526058	885.0208682	900.08
34	412.7476980	442.6174021	489.9432596	509.8817169	559.7583667	619.6678081	664.6409726	680.8899828	708.3986017	753.4411144	761.5775977	778.4799349	864.9470560	885.0153183	900.07
35	412.7421481	442.6118523	489.9377097	509.8761670	559.7528169	619.6622582	664.6354227	680.8844329	708.3930518	753.4355645	761.5720478	778.4743851	864.9415061	885.0097684	900.07
36	412.7365982	442.6063024	489.9321599	509.8706171	559.7472670	619.6567083	664.6298728	680.8788830	708.3875019	753.4300147	761.5664979	778.4688352	864.9359562	885.0042186	900.06
37	412.7310483	442.6007525	489.9266100	509.8650672	559.7417171	619.6511584	664.6243229	680.8733331	708.3819520	753.4244648	761.5609481	778.4632853	864.9304063	884.9986687	900.05
38	412.7254984	442.5952026	489.9210601	509.8595173	559.7361672	619.6456085	664.6187730	680.8677833	708.3764022	753.4189149	761.5553982	778.4577354	864.9248564	884.9931188	900.05
39	412.7199486	442.5896527	489.9155102	509.8539675	559.7306173	619.6400587	664.6132232	680.8622334	708.3708523	753.4133650	761.5498483	778.4521855	864.9193066	884.9875689	900.04
40	412.7143987	442.5841029	489.9099603	509.8484176	559.7250675	619.6345088	664.6076733	680.8566835	708.3653024	753.4078151	761.5442984	778.4466357	864.9137567	884.9820190	900.04
41	412.7088488	442.5785530	489.9044105	509.8428677	559.7195176	619.6289589	664.6021234	680.8511336	708.3597525	753.4022653	761.5387485	778.4410858	864.9082068	884.9764692	900.03
42	412.7032989	442.5730031	489.8988606	509.8373178	559.7139677	619.6234090	664.5965735	680.8455837	708.3542026	753.3967154	761.5331987	778.4355359	864.9026569	884.9709193	900.03
43	412.6977490	442.5674532	489.8933107	509.8317679	559.7084178	619.6178591	664.5910236	680.8400339	708.3486528	753.3911655	761.5276488	778.4299860	864.8971070	884.9653694	900.02
44	412.6921992	442.5619033	489.8877608	509.8262181	559.7028679	619.6123093	664.5854738	680.8344840	708.3431029	753.3856156	761.5220989	778.4244361	864.8915572	884.9598195	900.02
45	412.6866493	442.5563535	489.8822109	509.8206682	559.6973181	619.6067594	664.5799239	680.8289341	708.3375530	753.3800657	761.5165490	778.4188863	864.8860073	884.9542696	900.01
46	412.6810994	442.5508036	489.8766611	509.8151183	559.6917682	619.6012095	664.5743740	680.8233842	708.3320031	753.3745159	761.5109991	778.4133364	864.8804574	884.9487198	900.00
47	412.6755495	442.5452537	489.8711112	509.8095684	559.6862183	619.5956596	664.5688241	680.8178343	708.3264532	753.3689660	761.5054493	778.4077865	864.8749075	884.9431699	900.00
48	412.6699996	442.5397038	489.8655613	509.8040185	559.6806684	619.5901097	664.5632742	680.8122845	708.3209034	753.3634161	761.4998994	778.4022366	864.8693576	884.9376200	899.99
49	412.6644498	442.5341539	489.8600114	509.7984687	559.6751185	619.5845599	664.5577244	680.8067346	708.3153535	753.3578662	761.4943495	778.3966867	864.8638078	884.9320701	899.99
50	412.6588999	442.5286041	489.8544615	509.7929188	559.6695687	619.5790100	664.5521745	680.8011847	708.3098036	753.3523163	761.4887996	778.3911369	864.8582579	884.9265202	899.98
