detector	lam_band0	lam_band1	lam_band2	lam_band3	lam_band4	lam_band5	lam_band6	lam_band7	lam_band8	lam_band9	lam_band10	lam_band11	lam_band12	lam_band13	lam_band14
183	411.9207658	441.7904700	489.1163275	509.0547847	558.9314346	618.8408759	663.8140404	680.0630507	707.5716696	752.6141823	760.7506656	777.6530028	864.1201238	884.1883862	899.24
184	413.2053940	443.0719586	490.3931877	510.3298257	560.2022748	620.1073534	665.0777516	681.3259534	708.8331229	753.8739127	762.0103334	778.9114593	865.3765556	885.4453599	900.50
185	413.6297917	443.4953098	490.8149961	510.7510277	560.6220765	620.5257009	665.4951769	681.7431093	709.2497957	754.2900111	762.4264110	779.3271331	865.7915546	885.8605395	900.92
186	413.6241141	443.4896323	490.8093185	510.7453501	560.6163989	620.5200234	665.4894994	681.7374318	709.2441181	754.2843336	762.4207335	779.3214555	865.7858770	885.8548620	900.91
187	413.6184366	443.4839547	490.8036410	510.7396725	560.6107214	620.5143458	665.4838218	681.7317542	709.2384406	754.2786560	762.4150559	779.3157780	865.7801994	885.8491844	900.91
188	413.6127590	443.4782772	490.7979634	510.7339950	560.6050438	620.5086682	665.4781442	681.7260767	709.2327630	754.2729784	762.4093783	779.3101004	865.7745219	885.8435069	900.90
189	413.6070814	443.4725996	490.7922858	510.7283174	560.5993663	620.5029907	665.4724667	681.7203991	709.2270854	754.2673009	762.4037008	779.3044229	865.7688443	885.8378293	900.89
190	413.6014039	443.4669220	490.7866083	510.7226399	560.5936887	620.4973131	665.4667891	681.7147215	709.2214079	754.2616233	762.3980232	779.2987453	865.7631668	885.8321517	900.89
191	413.5957263	443.4612445	490.7809307	510.7169623	560.5880111	620.4916356	665.4611116	681.7090440	709.2157303	754.2559458	762.3923457	779.2930677	865.7574892	885.8264742	900.88
192	413.5900488	443.4555669	490.7752532	510.7112847	560.5823336	620.4859580	665.4554340	681.7033664	709.2100528	754.2502682	762.3866681	779.2873902	865.7518116	885.8207966	900.88
193	413.5843712	443.4498894	490.7695756	510.7056072	560.5766560	620.4802804	665.4497564	681.6976889	709.2043752	754.2445906	762.3809905	779.2817126	865.7461341	885.8151191	900.87
194	413.5786936	443.4442118	490.7638980	510.6999296	560.5709785	620.4746029	665.4440789	681.6920113	709.1986976	754.2389131	762.3753130	779.2760351	865.7404565	885.8094415	900.87
195	413.5730161	443.4385342	490.7582205	510.6942521	560.5653009	620.4689253	665.4384013	681.6863337	709.1930201	754.2332355	762.3696354	779.2703575	865.7347790	885.8037639	900.86
196	413.5673385	443.4328567	490.7525429	510.6885745	560.5596233	620.4632478	665.4327238	681.6806562	709.1873425	754.2275580	762.3639579	779.2646799	865.7291014	885.7980864	900.85
197	413.5616610	443.4271791	490.7468654	510.6828969	560.5539458	620.4575702	665.4270462	681.6749786	709.1816650	754.2218804	762.3582803	779.2590024	865.7234238	885.7924088	900.85
198	413.5559834	443.4215016	490.7411878	510.6772194	560.5482682	620.4518926	665.4213686	681.6693011	709.1759874	754.2162028	762.3526027	779.2533248	865.7177463	885.7867313	900.84
199	413.5503058	443.4158240	490.7355102	510.6715418	560.5425907	620.4462151	665.4156911	681.6636235	709.1703098	754.2105253	762.3469252	779.2476473	865.7120687	885.7810537	900.84
200	413.5446283	443.4101464	490.7298327	510.6658643	560.5369131	620.4405375	665.4100135	681.6579459	709.1646323	754.2048477	762.3412476	779.2419697	865.7063912	885.7753761	900.83
201	413.5389507	443.4044689	490.7241551	510.6601867	560.5312355	620.4348600	665.4043360	681.6522684	709.1589547	754.1991702	762.3355701	779.2362921	865.7007136	885.7696986	900.83
202	413.5332732	443.3987913	490.7184776	510.6545091	560.5255580	620.4291824	665.3986584	681.6465908	709.1532772	754.1934926	762.3298925	779.2306146	865.6950360	885.7640210	900.82
203	413.5275956	443.3931138	490.7128000	510.6488316	560.5198804	620.4235048	665.3929808	681.6409133	709.1475996	754.1878150	762.3242149	779.2249370	865.6893585	885.7583435	900.81
204	413.5219180	443.3874362	490.7071224	510.6431540	560.5142029	620.4178273	665.3873033	681.6352357	709.1419220	754.1821375	762.3185374	779.2192595	865.6836809	885.7526659	900.81
205	413.5162405	443.3817586	490.7014449	510.6374765	560.5085253	620.4121497	665.3816257	681.6295581	709.1362445	754.1764599	762.3128598	779.2135819	865.6780034	885.7469883	900.80
206	413.5105629	443.3760811	490.6957673	510.6317989	560.5028477	620.4064722	665.3759482	681.6238806	709.1305669	754.1707824	762.3071823	779.2079043	865.6723258	885.7413108	900.80
207	413.5048854	443.3704035	490.6900898	510.6261213	560.4971702	620.4007946	665.3702706	681.6182030	709.1248894	754.1651048	762.3015047	779.2022268	865.6666482	885.7356332	900.79
208	413.4992078	443.3647260	490.6844122	510.6204438	560.4914926	620.3951170	665.3645930	681.6125255	709.1192118	754.1594272	762.2958271	779.1965492	865.6609707	885.7299557	900.79
209	413.4935302	443.3590484	490.6787346	510.6147662	560.4858151	620.3894395	665.3589155	681.6068479	709.1135342	754.1537497	762.2901496	779.1908717	865.6552931	885.7242781	900.78
210	413.4878527	443.3533708	490.6730571	510.6090887	560.4801375	620.3837619	665.3532379	681.6011703	709.1078567	754.1480721	762.2844720	779.1851941	865.6496156	885.7186005	900.77
211	413.4821751	443.3476933	490.6673795	510.6034111	560.4744599	620.3780844	665.3475604	681.5954928	709.1021791	754.1423946	762.2787945	779.1795165	865.6439380	885.7129230	900.77
212	413.4764976	443.3420157	490.6617020	510.5977335	560.4687824	620.3724068	665.3418828	681.5898152	709.0965016	754.1367170	762.2731169	779.1738390	865.6382604	885.7072454	900.76
213	413.4708200	443.3363382	490.6560244	510.5920560	560.4631048	620.3667292	665.3362052	681.5841377	709.0908240	754.1310394	762.2674393	779.1681614	865.6325829	885.7015679	900.76
214	413.4651424	443.3306606	490.6503468	510.5863784	560.4574273	620.3610517	665.3305277	681.5784601	709.0851464	754.1253619	762.2617618	779.1624839	865.6269053	885.6958903	900.75
215	413.4594649	443.3249830	490.6446693	510.5807009	560.4517497	620.3553741	665.3248501	681.5727825	709.0794689	754.1196843	762.2560842	779.1568063	865.6212278	885.6902127	900.75
216	413.4537873	443.3193055	490.6389917	510.5750233	560.4460721	620.3496966	665.3191726	681.5671050	709.0737913	754.1140068	762.2504067	779.1511287	865.6155502	885.6845352	900.74
217	413.4481098	443.3136279	490.6333142	510.5693457	560.4403946	620.3440190	665.3134950	681.5614274	709.0681138	754.1083292	762.2447291	779.1454512	865.6098726	885.6788576	900.73
218	413.4424322	443.3079504	490.6276366	510.5636682	560.4347170	620.3383414	665.3078174	681.5557499	709.0624362	754.1026516	762.2390515	779.1397736	865.6041951	885.6731801	900.73
219	413.4367546	443.3022728	490.6219590	510.5579906	560.4290395	620.3326639	665.3021399	681.5500723	709.0567586	754.0969741	762.2333740	779.1340961	865.5985175	885.6675025	900.72
220	413.4310771	443.2965952	490.6162815	510.5523131	560.4233619	620.3269863	665.2964623	681.5443947	709.0510811	754.0912965	762.2276964	779.1284185	865.5928400	885.6618249	900.72
221	413.4253995	443.2909177	490.6106039	510.5466355	560.4176843	620.3213088	665.2907848	681.5387172	709.0454035	754.0856190	762.2220189	779.1227409	865.5871624	885.6561474	900.71
222	413.4197220	443.2852401	490.6049264	510.5409579	560.4120068	620.3156312	665.2851072	681.5330396	709.0397260	754.0799414	762.2163413	779.1170634	865.5814848	885.6504698	900.71
223	413.4140444	443.2795626	490.5992488	510.5352804	560.4063292	620.3099536	665.2794296	681.5273621	709.0340484	754.0742638	762.2106637	779.1113858	865.5758073	885.6447923	900.70
224	413.4083668	443.2738850	490.5935712	510.5296028	560.4006517	620.3042761	665.2737521	681.5216845	709.0283708	754.0685863	762.2049862	779.1057083	865.5701297	885.6391147	900.70
225	413.4026893	443.2682074	490.5878937	510.5239253	560.3949741	620.2985985	665.2680745	681.5160069	709.0226933	754.0629087	762.1993086	779.1000307	865.5644522	885.6334371	900.69
226	413.3970117	443.2625299	490.5822161	510.5182477	560.3892965	620.2929210	665.2623970	681.5103294	709.0170157	754.0572312	762.1936311	779.0943531	865.5587746	885.6277596	900.68
227	413.3913342	443.2568523	490.5765386	510.5125701	560.3836190	620.2872434	665.2567194	681.5046518	709.0113382	754.0515536	762.1879535	779.0886756	865.5530970	885.6220820	900.68
228	413.3856566	443.2511748	490.5708610	510.5068926	560.3779414	620.2815658	665.2510418	681.4989743	709.0056606	754.0458760	762.1822759	779.0829980	865.5474195	885.6164045	900.67
229	413.3799790	443.2454972	490.5651834	510.5012150	560.3722639	620.2758883	665.2453643	681.4932967	708.9999830	754.0401985	762.1765984	779.0773205	865.5417419	885.6107269	900.67
230	413.3743015	443.2398196	490.5595059	510.4955375	560.3665863	620.2702107	665.2396867	681.4876191	708.9943055	754.0345209	762.1709208	779.0716429	865.5360644	885.6050493	900.66
231	413.3686239	443.2341421	490.5538283	510.4898599	560.3609087	620.2645332	665.2340092	681.4819416	708.9886279	754.0288434	762.1652433	779.0659653	865.5303868	885.5993718	900.66
232	413.3629464	443.2284645	490.5481508	510.4841823	560.3552312	620.2588556	665.2283316	681.4762640	708.9829504	754.0231658	762.1595657	779.0602878	865.5247092	885.5936942	900.65
233	413.3572688	443.2227870	490.5424732	510.4785048	560.3495536	620.2531780	665.2226540	681.4705865	708.9772728	754.0174882	762.1538881	779.0546102	865.5190317	885.5880167	900.64
234	413.3515912	443.2171094	490.5367956	510.4728272	560.3438761	620.2475005	665.2169765	681.4649089	708.9715952	754.0118107	762.1482106	779.0489327	865.5133541	885.5823391	900.64
235	413.3459137	443.2114318	490.5311181	510.4671497	560.3381985	620.2418229	665.2112989	681.4592313	708.9659177	754.0061331	762.1425330	779.0432551	865.5076766	885.5766615	900.63
236	413.3402361	443.2057543	490.5254405	510.4614721	560.3325209	620.2361454	665.2056214	681.4535538	708.9602401	754.0004556	762.1368555	779.0375775	865.5019990	885.5709840	900.63
237	413.3345586	443.2000767	490.5197630	510.4557945	560.3268434	620.2304678	665.1999438	681.4478762	708.9545626	753.9947780	762.1311779	779.0319000	865.4963214	885.5653064	900.62
238	413.3288810	443.1943992	490.5140854	510.4501170	560.3211658	620.2247902	665.1942662	681.4421987	708.9488850	753.9891004	762.1255003	779.0262224	865.4906439	885.5596289	900.62
239	413.3232034	443.1887216	490.5084078	510.4444394	560.3154883	620.2191127	665.1885887	681.4365211	708.9432074	753.9834229	762.1198228	779.0205449	865.4849663	885.5539513	900.61
240	413.3175259	443.1830440	490.5027303	510.4387619	560.3098107	620.2134351	665.1829111	681.4308435	708.9375299	753.9777453	762.1141452	779.0148673	865.4792888	885.5482737	900.60
241	413.3118483	443.1773665	490.4970527	510.4330843	560.3041331	620.2077576	665.1772336	681.4251660	708.9318523	753.9720678	762.1084677	779.0091897	865.4736112	885.5425962	900.60
242	413.3061708	443.1716889	490.4913752	510.4274067	560.2984556	620.2020800	665.1715560	681.4194884	708.9261748	753.9663902	762.1027901	779.0035122	865.4679336	885.5369186	900.59
243	413.3004932	443.1660114	490.4856976	510.4217292	560.2927780	620.1964024	665.1658784	681.4138109	708.9204972	753.9607126	762.0971125	778.9978346	865.4622561	885.5312411	900.59
244	413.2948156	443.1603338	490.4800200	510.4160516	560.2871005	620.1907249	665.1602009	681.4081333	708.9148196	753.9550351	762.0914350	778.9921571	865.4565785	885.5255635	900.58
245	413.2891381	443.1546562	490.4743425	510.4103741	560.2814229	620.1850473	665.1545233	681.4024557	708.9091421	753.9493575	762.0857574	778.9864795	865.4509010	885.5198859	900.58
246	413.2834605	443.1489787	490.4686649	510.4046965	560.2757453	620.1793698	665.1488458	681.3967782	708.9034645	753.9436800	762.0800799	778.9808019	865.4452234	885.5142084	900.57
247	413.2777830	443.1433011	490.4629874	510.3990189	560.2700678	620.1736922	665.1431682	681.3911006	708.8977870	753.9380024	762.0744023	778.9751244	865.4395458	885.5085308	900.56
248	413.2721054	443.1376236	490.4573098	510.3933414	560.2643902	620.1680146	665.1374906	681.3854231	708.8921094	753.9323248	762.0687247	778.9694468	865.4338683	885.5028533	900.56
249	413.2664278	443.1319460	490.4516322	510.3876638	560.2587127	620.1623371	665.1318131	681.3797455	708.8864318	753.9266473	762.0630472	778.9637693	865.4281907	885.4971757	900.55
250	413.2607503	443.1262684	490.4459547	510.3819863	560.2530351	620.1566595	665.1261355	681.3740679	708.8807543	753.9209697	762.0573696	778.9580917	865.4225132	885.4914981	900.55
251	413.2550727	443.1205909	490.4402771	510.3763087	560.2473575	620.1509820	665.1204580	681.3683904	708.8750767	753.9152922	762.0516921	778.9524141	865.4168356	885.4858206	900.54
252	413.2493952	443.1149133	490.4345996	510.3706311	560.2416800	620.1453044	665.1147804	681.3627128	708.8693992	753.9096146	762.0460145	778.9467366	865.4111580	885.4801430	900.54
253	413.2437176	443.1092358	490.4289220	510.3649536	560.2360024	620.1396268	665.1091028	681.3570353	708.8637216	753.9039370	762.0403369	778.9410590	865.4054805	885.4744655	900.53
254	413.2380400	443.1035582	490.4232444	510.3592760	560.2303249	620.1339493	665.1034253	681.3513577	708.8580440	753.8982595	762.0346594	778.9353815	865.3998029	885.4687879	900.52
255	413.2323625	443.0978806	490.4175669	510.3535985	560.2246473	620.1282717	665.0977477	681.3456801	708.8523665	753.8925819	762.0289818	778.9297039	865.3941254	885.4631103	900.52
256	413.2266849	443.0922031	490.4118893	510.3479209	560.2189697	620.1225942	665.0920702	681.3400026	708.8466889	753.8869044	762.0233043	778.9240263	865.3884478	885.4574328	900.51
257	413.2210074	443.0865255	490.4062118	510.3422433	560.2132922	620.1169166	665.0863926	681.3343250	708.8410114	753.8812268	762.0176267	778.9183488	865.3827702	885.4517552	900.51
258	413.2153298	443.0808480	490.4005342	510.3365658	560.2076146	620.1112390	665.0807150	681.3286475	708.8353338	753.8755492	762.0119491	778.9126712	865.3770927	885.4460777	900.50
259	413.2096522	443.0751704	490.3948566	510.3308882	560.2019371	620.1055615	665.0750375	681.3229699	708.8296562	753.8698717	762.0062716	778.9069937	865.3714151	885.4404001	900.50
260	413.2039747	443.0694928	490.3891791	510.3252107	560.1962595	620.0998839	665.0693599	681.3172923	708.8239787	753.8641941	762.0005940	778.9013161	865.3657376	885.4347225	900.49
261	413.1982971	443.0638153	490.3835015	510.3195331	560.1905819	620.0942064	665.0636824	681.3116148	708.8183011	753.8585166	761.9949165	778.8956385	865.3600600	885.4290450	900.49
262	413.1926196	443.0581377	490.3778240	510.3138555	560.1849044	620.0885288	665.0580048	681.3059372	708.8126236	753.8528390	761.9892389	778.8899610	865.3543824	885.4233674	900.48
263	413.1869420	443.0524602	490.3721464	510.3081780	560.1792268	620.0828512	665.0523272	681.3002597	708.8069460	753.8471614	761.9835613	778.8842834	865.3487049	885.4176899	900.47
264	413.1812644	443.0467826	490.3664688	510.3025004	560.1735493	620.0771737	665.0466497	681.2945821	708.8012684	753.8414839	761.9778838	778.8786059	865.3430273	885.4120123	900.47
265	413.1755869	443.0411050	490.3607913	510.2968229	560.1678717	620.0714961	665.0409721	681.2889045	708.7955909	753.8358063	761.9722062	778.8729283	865.3373498	885.4063347	900.46
266	413.1699093	443.0354275	490.3551137	510.2911453	560.1621941	620.0658186	665.0352946	681.2832270	708.7899133	753.8301288	761.9665287	778.8672507	865.3316722	885.4006572	900.46
267	413.1642318	443.0297499	490.3494362	510.2854677	560.1565166	620.0601410	665.0296170	681.2775494	708.7842358	753.8244512	761.9608511	778.8615732	865.3259946	885.3949796	900.45
268	413.1585542	443.0240724	490.3437586	510.2797902	560.1508390	620.0544634	665.0239394	681.2718719	708.7785582	753.8187736	761.9551735	778.8558956	865.3203171	885.3893021	900.45
269	413.1528766	443.0183948	490.3380810	510.2741126	560.1451615	620.0487859	665.0182619	681.2661943	708.7728806	753.8130961	761.9494960	778.8502181	865.3146395	885.3836245	900.44
270	413.1471991	443.0127172	490.3324035	510.2684351	560.1394839	620.0431083	665.0125843	681.2605167	708.7672031	753.8074185	761.9438184	778.8445405	865.3089620	885.3779469	900.43
271	413.1415215	443.0070397	490.3267259	510.2627575	560.1338063	620.0374308	665.0069068	681.2548392	708.7615255	753.8017410	761.9381409	778.8388629	865.3032844	885.3722694	900.43
272	413.1358440	443.0013621	490.3210484	510.2570799	560.1281288	620.0317532	665.0012292	681.2491616	708.7558480	753.7960634	761.9324633	778.8331854	865.2976068	885.3665918	900.42
273	413.1301664	442.9956846	490.3153708	510.2514024	560.1224512	620.0260756	664.9955516	681.2434841	708.7501704	753.7903858	761.9267857	778.8275078	865.2919293	885.3609143	900.42
274	413.1244888	442.9900070	490.3096932	510.2457248	560.1167737	620.0203981	664.9898741	681.2378065	708.7444928	753.7847083	761.9211082	778.8218303	865.2862517	885.3552367	900.41
275	413.1188113	442.9843294	490.3040157	510.2400473	560.1110961	620.0147205	664.9841965	681.2321289	708.7388153	753.7790307	761.9154306	778.8161527	865.2805742	885.3495591	900.41
276	413.1131337	442.9786519	490.2983381	510.2343697	560.1054185	620.0090430	664.9785190	681.2264514	708.7331377	753.7733532	761.9097531	778.8104751	865.2748966	885.3438816	900.40
277	413.1074562	442.9729743	490.2926606	510.2286921	560.0997410	620.0033654	664.9728414	681.2207738	708.7274602	753.7676756	761.9040755	778.8047976	865.2692190	885.3382040	900.39
278	413.1017786	442.9672968	490.2869830	510.2230146	560.0940634	619.9976878	664.9671638	681.2150963	708.7217826	753.7619980	761.8983979	778.7991200	865.2635415	885.3325265	900.39
279	413.0961010	442.9616192	490.2813054	510.2173370	560.0883859	619.9920103	664.9614863	681.2094187	708.7161050	753.7563205	761.8927204	778.7934425	865.2578639	885.3268489	900.38
280	413.0904235	442.9559416	490.2756279	510.2116595	560.0827083	619.9863327	664.9558087	681.2037411	708.7104275	753.7506429	761.8870428	778.7877649	865.2521864	885.3211713	900.38
281	413.0847459	442.9502641	490.2699503	510.2059819	560.0770307	619.9806552	664.9501312	681.1980636	708.7047499	753.7449654	761.8813653	778.7820873	865.2465088	885.3154938	900.37
282	413.0790684	442.9445865	490.2642728	510.2003043	560.0713532	619.9749776	664.9444536	681.1923860	708.6990724	753.7392878	761.8756877	778.7764098	865.2408312	885.3098162	900.37
283	413.0733908	442.9389090	490.2585952	510.1946268	560.0656756	619.9693000	664.9387760	681.1867085	708.6933948	753.7336102	761.8700101	778.7707322	865.2351537	885.3041387	900.36
284	413.0677132	442.9332314	490.2529176	510.1889492	560.0599981	619.9636225	664.9330985	681.1810309	708.6877172	753.7279327	761.8643326	778.7650547	865.2294761	885.2984611	900.35
285	413.0620357	442.9275538	490.2472401	510.1832717	560.0543205	619.9579449	664.9274209	681.1753533	708.6820397	753.7222551	761.8586550	778.7593771	865.2237986	885.2927835	900.35
286	413.0563581	442.9218763	490.2415625	510.1775941	560.0486429	619.9522674	664.9217434	681.1696758	708.6763621	753.7165776	761.8529775	778.7536995	865.2181210	885.2871060	900.34
287	413.0506806	442.9161987	490.2358850	510.1719165	560.0429654	619.9465898	664.9160658	681.1639982	708.6706846	753.7109000	761.8472999	778.7480220	865.2124434	885.2814284	900.34
288	413.0450030	442.9105212	490.2302074	510.1662390	560.0372878	619.9409122	664.9103882	681.1583207	708.6650070	753.7052224	761.8416223	778.7423444	865.2067659	885.2757509	900.33
289	413.0393254	442.9048436	490.2245298	510.1605614	560.0316103	619.9352347	664.9047107	681.1526431	708.6593294	753.6995449	761.8359448	778.7366669	865.2010883	885.2700733	900.33
290	413.0336479	442.8991660	490.2188523	510.1548839	560.0259327	619.9295571	664.8990331	681.1469655	708.6536519	753.6938673	761.8302672	778.7309893	865.1954108	885.2643957	900.32
291	413.0279703	442.8934885	490.2131747	510.1492063	560.0202551	619.9238796	664.8933556	681.1412880	708.6479743	753.6881898	761.8245897	778.7253117	865.1897332	885.2587182	900.31
292	413.0222928	442.8878109	490.2074972	510.1435287	560.0145776	619.9182020	664.8876780	681.1356104	708.6422968	753.6825122	761.8189121	778.7196342	865.1840556	885.2530406	900.31
293	413.0166152	442.8821334	490.2018196	510.1378512	560.0089000	619.9125244	664.8820004	681.1299329	708.6366192	753.6768346	761.8132345	778.7139566	865.1783781	885.2473631	900.30
294	413.0109376	442.8764558	490.1961420	510.1321736	560.0032225	619.9068469	664.8763229	681.1242553	708.6309416	753.6711571	761.8075570	778.7082791	865.1727005	885.2416855	900.30
295	413.0052601	442.8707782	490.1904645	510.1264961	559.9975449	619.9011693	664.8706453	681.1185777	708.6252641	753.6654795	761.8018794	778.7026015	865.1670230	885.2360079	900.29
296	412.9995825	442.8651007	490.1847869	510.1208185	559.9918673	619.8954918	664.8649678	681.1129002	708.6195865	753.6598020	761.7962019	778.6969239	865.1613454	885.2303304	900.29
297	412.9939050	442.8594231	490.1791094	510.1151409	559.9861898	619.8898142	664.8592902	681.1072226	708.6139090	753.6541244	761.7905243	778.6912464	865.1556678	885.2246528	900.28
298	412.9882274	442.8537456	490.1734318	510.1094634	559.9805122	619.8841366	664.8536126	681.1015451	708.6082314	753.6484468	761.7848467	778.6855688	865.1499903	885.2189753	900.27
299	412.9825498	442.8480680	490.1677542	510.1037858	559.9748347	619.8784591	664.8479351	681.0958675	708.6025538	753.6427693	761.7791692	778.6798913	865.1443127	885.2132977	900.27
300	412.9768723	442.8423904	490.1620767	510.0981083	559.9691571	619.8727815	664.8422575	681.0901899	708.5968763	753.6370917	761.7734916	778.6742137	865.1386352	885.2076201	900.26
301	412.9711947	442.8367129	490.1563991	510.0924307	559.9634795	619.8671040	664.8365800	681.0845124	708.5911987	753.6314142	761.7678141	778.6685361	865.1329576	885.2019426	900.26
302	412.9655172	442.8310353	490.1507216	510.0867531	559.9578020	619.8614264	664.8309024	681.0788348	708.5855212	753.6257366	761.7621365	778.6628586	865.1272800	885.1962650	900.25
303	412.9598396	442.8253578	490.1450440	510.0810756	559.9521244	619.8557488	664.8252248	681.0731573	708.5798436	753.6200590	761.7564589	778.6571810	865.1216025	885.1905875	900.25
304	412.9541620	442.8196802	490.1393664	510.0753980	559.9464469	619.8500713	664.8195473	681.0674797	708.5741660	753.6143815	761.7507814	778.6515035	865.1159249	885.1849099	900.24
305	412.9484845	442.8140026	490.1336889	510.0697205	559.9407693	619.8443937	664.8138697	681.0618021	708.5684885	753.6087039	761.7451038	778.6458259	865.1102474	885.1792323	900.24
306	412.9428069	442.8083251	490.1280113	510.0640429	559.9350917	619.8387162	664.8081922	681.0561246	708.5628109	753.6030264	761.7394263	778.6401483	865.1045698	885.1735548	900.23
307	412.9371294	442.8026475	490.1223338	510.0583653	559.9294142	619.8330386	664.8025146	681.0504470	708.5571334	753.5973488	761.7337487	778.6344708	865.0988922	885.1678772	900.22
308	412.9314518	442.7969700	490.1166562	510.0526878	559.9237366	619.8273610	664.7968370	681.0447695	708.5514558	753.5916712	761.7280711	778.6287932	865.0932147	885.1621997	900.22
309	412.9257742	442.7912924	490.1109786	510.0470102	559.9180591	619.8216835	664.7911595	681.0390919	708.5457782	753.5859937	761.7223936	778.6231157	865.0875371	885.1565221	900.21
310	412.9200967	442.7856148	490.1053011	510.0413327	559.9123815	619.8160059	664.7854819	681.0334143	708.5401007	753.5803161	761.7167160	778.6174381	865.0818596	885.1508445	900.21
311	412.9144191	442.7799373	490.0996235	510.0356551	559.9067039	619.8103284	664.7798044	681.0277368	708.5344231	753.5746386	761.7110385	778.6117605	865.0761820	885.1451670	900.20
312	412.9087416	442.7742597	490.0939460	510.0299775	559.9010264	619.8046508	664.7741268	681.0220592	708.5287456	753.5689610	761.7053609	778.6060830	865.0705044	885.1394894	900.20
313	412.9030640	442.7685822	490.0882684	510.0243000	559.8953488	619.7989732	664.7684492	681.0163817	708.5230680	753.5632834	761.6996833	778.6004054	865.0648269	885.1338119	900.19
314	412.8973864	442.7629046	490.0825908	510.0186224	559.8896713	619.7932957	664.7627717	681.0107041	708.5173904	753.5576059	761.6940058	778.5947279	865.0591493	885.1281343	900.18
315	412.8917089	442.7572270	490.0769133	510.0129449	559.8839937	619.7876181	664.7570941	681.0050265	708.5117129	753.5519283	761.6883282	778.5890503	865.0534718	885.1224567	900.18
316	412.8860313	442.7515495	490.0712357	510.0072673	559.8783161	619.7819406	664.7514166	680.9993490	708.5060353	753.5462508	761.6826507	778.5833727	865.0477942	885.1167792	900.17
317	412.8803538	442.7458719	490.0655582	510.0015897	559.8726386	619.7762630	664.7457390	680.9936714	708.5003578	753.5405732	761.6769731	778.5776952	865.0421166	885.1111016	900.17
318	412.8746762	442.7401944	490.0598806	509.9959122	559.8669610	619.7705854	664.7400614	680.9879939	708.4946802	753.5348956	761.6712955	778.5720176	865.0364391	885.1054241	900.16
319	412.8689986	442.7345168	490.0542030	509.9902346	559.8612835	619.7649079	664.7343839	680.9823163	708.4890026	753.5292181	761.6656180	778.5663401	865.0307615	885.0997465	900.16
320	412.8633211	442.7288392	490.0485255	509.9845571	559.8556059	619.7592303	664.7287063	680.9766387	708.4833251	753.5235405	761.6599404	778.5606625	865.0250840	885.0940689	900.15
321	412.8576435	442.7231617	490.0428479	509.9788795	559.8499283	619.7535528	664.7230288	680.9709612	708.4776475	753.5178630	761.6542629	778.5549849	865.0194064	885.0883914	900.14
322	412.8519660	442.7174841	490.0371704	509.9732019	559.8442508	619.7478752	664.7173512	680.9652836	708.4719700	753.5121854	761.6485853	778.5493074	865.0137288	885.0827138	900.14
323	412.8462884	442.7118066	490.0314928	509.9675244	559.8385732	619.7421976	664.7116736	680.9596061	708.4662924	753.5065078	761.6429077	778.5436298	865.0080513	885.0770363	900.13
324	412.8406108	442.7061290	490.0258152	509.9618468	559.8328957	619.7365201	664.7059961	680.9539285	708.4606148	753.5008303	761.6372302	778.5379523	865.0023737	885.0713587	900.13
325	412.8349333	442.7004514	490.0201377	509.9561693	559.8272181	619.7308425	664.7003185	680.9482509	708.4549373	753.4951527	761.6315526	778.5322747	864.9966962	885.0656811	900.12
326	412.8292557	442.6947739	490.0144601	509.9504917	559.8215405	619.7251650	664.6946410	680.9425734	708.4492597	753.4894752	761.6258751	778.5265971	864.9910186	885.0600036	900.12
327	412.8235782	442.6890963	490.0087826	509.9448141	559.8158630	619.7194874	664.6889634	680.9368958	708.4435822	753.4837976	761.6201975	778.5209196	864.9853410	885.0543260	900.11
328	412.8179006	442.6834188	490.0031050	509.9391366	559.8101854	619.7138098	664.6832858	680.9312183	708.4379046	753.4781200	761.6145199	778.5152420	864.9796635	885.0486485	900.10
329	412.8122230	442.6777412	489.9974274	509.9334590	559.8045079	619.7081323	664.6776083	680.9255407	708.4322270	753.4724425	761.6088424	778.5095645	864.9739859	885.0429709	900.10
330	412.8065455	442.6720636	489.9917499	509.9277815	559.7988303	619.7024547	664.6719307	680.9198631	708.4265495	753.4667649	761.6031648	778.5038869	864.9683084	885.0372933	900.09
331	412.8008679	442.6663861	489.9860723	509.9221039	559.7931527	619.6967772	664.6662532	680.9141856	708.4208719	753.4610874	761.5974873	778.4982093	864.9626308	885.0316158	900.09
332	412.7951904	442.6607085	489.9803948	509.9164263	559.7874752	619.6910996	664.6605756	680.9085080	708.4151944	753.4554098	761.5918097	778.4925318	864.9569532	885.0259382	900.08
333	412.7895128	442.6550310	489.9747172	509.9107488	559.7817976	619.6854220	664.6548980	680.9028305	708.4095168	753.4497322	761.5861321	778.4868542	864.9512757	885.0202607	900.08
334	412.7838352	442.6493534	489.9690396	509.9050712	559.7761201	619.6797445	664.6492205	680.8971529	708.4038392	753.4440547	761.5804546	778.4811767	864.9455981	885.0145831	900.07
335	412.7781577	442.6436758	489.9633621	509.8993937	559.7704425	619.6740669	664.6435429	680.8914753	708.3981617	753.4383771	761.5747770	778.4754991	864.9399206	885.0089055	900.06
336	412.7724801	442.6379983	489.9576845	509.8937161	559.7647649	619.6683894	664.6378654	680.8857978	708.3924841	753.4326996	761.5690995	778.4698215	864.9342430	885.0032280	900.06
