detector	E0_band0	E0_band1	E0_band2	E0_band3	E0_band4	E0_band5	E0_band6	E0_band7	E0_band8	E0_band9	E0_band10	E0_band11	E0_band12	E0_band13	E0_band14
174	1714.848552764540	1879.057683998830	1928.292728869580	1928.818220946760	1802.927843682510	1650.726611966490	1531.609003814440	1472.068451038140	1407.811780086260	1266.050578310750	1250.326756427940	1177.146043684130	958.461451129822	929.815937102304	895.450186547961
175	1714.841488259520	1879.025432200280	1928.282807134880	1928.833218950490	1802.939619140930	1650.730327794350	1531.610769705050	1472.074734253680	1407.819715752770	1266.050054425700	1250.329490241580	1177.152282705650	958.456968628359	929.817254928920	895.450593317096
176	1714.834414639530	1878.993204897440	1928.272906604930	1928.848206149470	1802.951397194890	1650.734037329730	1531.612531889150	1472.081017010510	1407.827644464360	1266.049531471610	1250.332228638070	1177.158522138520	958.452480731304	929.818576535337	895.450997090093
177	1714.827331893450	1878.961002108360	1928.263035237890	1928.863182556510	1802.963170233510	1650.737745319420	1531.614290366870	1472.087302564700	1407.835571825980	1266.049009454310	1250.334971615900	1177.164761983040	958.447979997657	929.819901916892	895.451397879139
178	1714.820240010210	1878.928823851110	1928.253193032990	1928.878148184350	1802.974942029950	1650.741451754160	1531.616045138350	1472.093584393910	1407.843497838910	1266.048488379670	1250.337732263430	1177.171002239480	958.443470154353	929.821231068905	895.451795696430
179	1714.813140186050	1878.896670143660	1928.243379989340	1928.893126590960	1802.986712581070	1650.745156624750	1531.617796203720	1472.099865751810	1407.851422504420	1266.047968253540	1250.340484370200	1177.177251046250	958.438951206927	929.822563986695	895.452189181376
180	1714.806030000350	1878.864541003960	1928.233596105980	1928.908070473570	1802.998481883690	1650.748859922010	1531.619543563140	1472.106146634100	1407.859345823770	1266.047451539160	1250.343241054610	1177.183492141740	958.434423160985	929.823906683141	895.452581097370
181	1714.798910644590	1878.832406726160	1928.223841381850	1928.923003616480	1803.010249934670	1650.752561636800	1531.621282334510	1472.112427036550	1407.867267798220	1266.046933352400	1250.346002315110	1177.189733650300	958.429886022207	929.825247130384	895.452970078310
182	1714.791782107880	1878.800326802490	1928.214108503830	1928.937926032350	1803.022016730830	1650.756262631250	1531.623022188360	1472.118706954860	1407.875190501650	1266.046416131940	1250.348768150150	1177.195975572210	958.425339796341	929.826591329631	895.453356136455
183	1714.784644379380	1878.768271497880	1928.204412251030	1928.952837733770	1803.033790262650	1650.759961192040	1531.624758336380	1472.124986384790	1407.883109770970	1266.045899883690	1250.351538558150	1177.202217907740	958.420783794651	929.827939276191	895.453739284089
184	1714.777497448310	1878.736240830040	1928.194745154170	1928.967738733370	1803.045554595250	1650.763658143310	1531.626490778750	1472.131268430590	1407.891027699450	1266.045384613540	1250.354313537530	1177.208460657180	958.416219415649	929.829290965375	895.454119533502
185	1714.770341303960	1878.704234816640	1928.185107211830	1928.982629043700	1803.057317663940	1650.767353476090	1531.628219515670	1472.137546873850	1407.898944288340	1266.044870327400	1250.357105806520	1177.214703820800	958.411645967292	929.830646392483	895.454496897009
186	1714.763181978580	1878.672253475310	1928.175498422460	1928.997530313330	1803.069079465560	1650.771047181460	1531.629944547350	1472.143824816140	1407.906859538860	1266.044357031180	1250.359889895700	1177.220951812080	958.407063455618	929.832005552823	895.454870261060
187	1714.756007382240	1878.640296823610	1928.165918784450	1929.012399057050	1803.080839996990	1650.774739250540	1531.631665874010	1472.150102253190	1407.914773452230	1266.043844730800	1250.362678552360	1177.227195818570	958.402471886748	929.833368441696	895.455241895373
188	1714.748823540730	1878.608341149110	1928.156368296080	1929.027257150450	1803.092599255080	1650.778429674480	1531.633379862770	1472.156379180780	1407.922686029690	1266.043335915840	1250.365471774890	1177.233440240360	958.397871266872	929.834739706497	895.455610680812
189	1714.741630443540	1878.576433956170	1928.146851808710	1929.042104605960	1803.104357236690	1650.782119893790	1531.635093684720	1472.162655594630	1407.930600947530	1266.042825650710	1250.368269561670	1177.239685077720	958.393261602256	929.836110053013	895.455976629746
190	1714.734428080170	1878.544551503050	1928.137359771630	1929.056941436050	1803.116118158440	1650.785807040500	1531.636803801950	1472.168931490490	1407.938510837200	1266.042316399410	1250.371071911060	1177.245930330920	958.388640061269	929.837484114227	895.456339754567
191	1714.727216440200	1878.512693807090	1928.127896878940	1929.071767653100	1803.127873633130	1650.789492515880	1531.638510214710	1472.175209911250	1407.946419394890	1266.041808167860	1250.373878821430	1177.252176000240	958.384012335786	929.838861885440	895.456700067664
192	1714.719995513240	1878.480860885590	1928.118463128560	1929.086583269530	1803.139627822310	1650.793176311260	1531.640212923290	1472.181484760970	1407.954326621810	1266.041300962030	1250.376703986010	1177.258422085920	958.379375584833	929.840243361941	895.457057581468
193	1714.712765288980	1878.449052755780	1928.109058518310	1929.101403484640	1803.151380722840	1650.796858418000	1531.641911927930	1472.187759080150	1407.962232519130	1266.040794787880	1250.379519985550	1177.264673387040	958.374729814957	929.841628539026	895.457410349445
194	1714.705525534180	1878.417269434850	1928.099683045930	1929.116197713140	1803.163132331620	1650.800538827530	1531.643607228950	1472.194032864580	1407.970137088060	1266.040289651380	1250.382340541960	1177.270920319940	958.370075032808	929.843017411984	895.457762307032
195	1714.698276692990	1878.385479316930	1928.090336709040	1929.130981379380	1803.174882645530	1650.804217531280	1531.645291852090	1472.200306110000	1407.978040329750	1266.039788283260	1250.385165653580	1177.277167670320	958.365411245069	929.844413033526	895.458111502661
196	1714.691018523830	1878.353745686700	1928.081028605160	1929.145754495640	1803.186631661450	1650.807894520750	1531.646979650580	1472.206578812170	1407.985942245410	1266.039285264570	1250.387995318720	1177.283415438430	958.360738458532	929.845809296753	895.458457948810
197	1714.683751016590	1878.322036914360	1928.071740686250	1929.160517074160	1803.198385355850	1650.811570634050	1531.648663745930	1472.212850966870	1407.993848201350	1266.038783301660	1250.390829535680	1177.289663624530	958.356056351827	929.847209242003	895.458801657955
198	1714.676474161190	1878.290353016890	1928.062481895620	1929.175269127190	1803.210131821320	1650.815244208830	1531.650344138470	1472.219122569850	1408.001747449310	1266.038282400510	1250.393668302770	1177.295912228870	958.351365595632	929.848612864557	895.459142642609
199	1714.669187947600	1878.258694011170	1928.053252230530	1929.190010666930	1803.221876979830	1650.818916044140	1531.652020828520	1472.225396776110	1408.009645375020	1266.037782567150	1250.396511618270	1177.302161251720	958.346665861431	929.850020159709	895.459480915274
200	1714.661892365870	1878.227059914050	1928.044051688140	1929.204741705570	1803.233620828260	1650.822586131650	1531.653693816430	1472.231667265380	1408.017541979660	1266.037283807580	1250.399372880000	1177.308415871690	958.341957156296	929.851431122745	895.459816640442
201	1714.654588669750	1878.195450742320	1928.034880265550	1929.219485150080	1803.245363363520	1650.826254463070	1531.655363102560	1472.237937190440	1408.025437264340	1266.036786127810	1250.402225261340	1177.314665746060	958.337239487371	929.852845748958	895.460149530659
202	1714.647274329610	1878.163866512710	1928.025737959710	1929.234194998650	1803.257104582540	1650.829921030150	1531.657020523600	1472.244206547070	1408.033331230220	1266.036292543460	1250.405082186780	1177.320916040020	958.332512861859	929.854265979792	895.460479746528
203	1714.639950591740	1878.132277528630	1928.016624767540	1929.248894383860	1803.268844482200	1650.833585824660	1531.658682310360	1472.250475331050	1408.041223878440	1266.035797066580	1250.407943654580	1177.327166753810	958.327777287069	929.855687931637	895.460807300609
204	1714.632617446390	1878.100743254760	1928.007555630280	1929.263583317780	1803.280589288000	1650.837249344270	1531.660340396030	1472.256743538160	1408.049119998180	1266.035302687790	1250.410809662990	1177.333417887670	958.323030150498	929.857113532798	895.461132205492
205	1714.625274883840	1878.069233970650	1927.998500817350	1929.278261812480	1803.292326594180	1650.840910606530	1531.661994780990	1472.263011164160	1408.057009995200	1266.034809413140	1250.413680210260	1177.339669441850	958.318276708150	929.858542778565	895.461454473762
206	1714.617922894450	1878.037749692820	1927.989475108620	1929.292929879980	1803.304062572100	1650.844570071940	1531.663645465650	1472.269281141080	1408.064898678250	1266.034317248670	1250.416555294600	1177.345921416610	958.313514338861	929.859975664232	895.461774118022
207	1714.610561468600	1878.006290437700	1927.980478500610	1929.307587532310	1803.315797218670	1650.848227732460	1531.665292450410	1472.275547594630	1408.072786048430	1266.033826200450	1250.419447269990	1177.352178897700	958.308743050208	929.861412185088	895.462090756789
208	1714.603184727430	1877.974856221670	1927.971510989750	1929.322255757580	1803.327530530840	1650.851883580090	1531.666935735690	1472.281813454640	1408.080672106850	1266.033336274550	1250.422331398780	1177.358431728100	958.303962849848	929.862852336429	895.462405195251
209	1714.595804410020	1877.943447061070	1927.962572572370	1929.336892390580	1803.339262505530	1650.855537606890	1531.668568607590	1472.288078716900	1408.088556854600	1266.032850131200	1250.425220060160	1177.364684980110	958.299173745504	929.864294272989	895.462717047597
210	1714.588414627670	1877.912016343950	1927.953663244700	1929.351518645610	1803.350993139650	1650.859189804930	1531.670204397660	1472.294343377190	1408.096440292780	1266.032362493100	1250.428113252330	1177.370938653980	958.294375744981	929.865741682915	895.463026326488
211	1714.581015371010	1877.880657356890	1927.944787992920	1929.366134534600	1803.362722430150	1650.862839769630	1531.671836489140	1472.300607431330	1408.104328958890	1266.031875995750	1250.431010973470	1177.377192749960	958.289568856159	929.867192709489	895.463333044590
212	1714.573606630680	1877.849323471700	1927.935936992870	1929.380740069410	1803.374455073330	1650.866488324000	1531.673464882500	1472.306870875100	1408.112209761670	1266.031390645230	1250.433913221780	1177.383447268290	958.284753157298	929.868647348003	895.463637214576
213	1714.566188397380	1877.818014704440	1927.927115071140	1929.395335261910	1803.386181721570	1650.870135026220	1531.675089578200	1472.313137037570	1408.120089258460	1266.030906447640	1250.436819995420	1177.389702209190	958.279928522377	929.870105593766	895.463938849130
214	1714.558760661890	1877.786731071130	1927.918322223580	1929.409920123940	1803.397907017350	1650.873779868560	1531.676710576720	1472.319399249780	1408.127967450310	1266.030423409110	1250.439743959180	1177.395957572910	958.275095023252	929.871567442075	895.464237960958
215	1714.551324689100	1877.755472587740	1927.909558445990	1929.424519175310	1803.409630957630	1650.877422843310	1531.678327878540	1472.325660839220	1408.135844338300	1266.029941535740	1250.442659754180	1177.402218446340	958.270252668091	929.873032888239	895.464535744082
216	1714.543877932170	1877.724239270180	1927.900823734020	1929.439083193230	1803.421353539360	1650.881063942830	1531.679941484170	1472.331921801690	1408.143719923470	1266.029463449470	1250.445580069840	1177.408474670160	958.265401465139	929.874501927558	895.464829851905
217	1714.536421645680	1877.692996620880	1927.892118083280	1929.453636917390	1803.433074759480	1650.884703159490	1531.681546236420	1472.338182133010	1408.151594206880	1266.028983949200	1250.448504904330	1177.414731317810	958.260541422702	929.875979266050	895.465121475180
218	1714.528955820610	1877.661813698390	1927.883447284670	1929.468180359490	1803.444794614950	1650.888345310080	1531.683152352780	1472.344441828980	1408.159474042760	1266.028505632650	1250.451434255750	1177.420988389540	958.255672549166	929.877455491168	895.465410626643
219	1714.521480448000	1877.630655986860	1927.874799898100	1929.482713531280	1803.456519266250	1650.891980775770	1531.684754774070	1472.350700885430	1408.167345706070	1266.028028505980	1250.454368122260	1177.427245885550	958.250798258818	929.878935295649	895.465697319051
220	1714.513995518930	1877.599523501950	1927.866181559410	1929.497236444450	1803.468236437240	1650.895614336120	1531.686353500810	1472.356962516220	1408.175216071090	1266.027552575330	1250.457306501960	1177.433503806090	958.245911754501	929.880418674808	895.465981565169
221	1714.506501024530	1877.568416259260	1927.857592263790	1929.511749110660	1803.479952234840	1650.899245983690	1531.687948533550	1472.363220282720	1408.183085138820	1266.027077846850	1250.460261691870	1177.439762151380	958.241016444722	929.881905623967	895.466263377770
222	1714.498996956000	1877.537334274320	1927.849032006380	1929.526272029270	1803.491666656000	1650.902875711100	1531.689539872860	1472.369477397340	1408.190952910290	1266.026604326720	1250.463209069490	1177.446021430380	958.236112338156	929.883396138448	895.466543526794
223	1714.491484526050	1877.506277562580	1927.840500782200	1929.540764011740	1803.503379697710	1650.906503510990	1531.691127519290	1472.375733855900	1408.198819386530	1266.026132021090	1250.466160955470	1177.452280638840	958.231199443553	929.884890213567	895.466820515624
224	1714.483961293190	1877.475215893700	1927.831998586190	1929.555245783460	1803.515091356930	1650.910129376060	1531.692705482860	1472.381989654220	1408.206684568520	1266.025663537700	1250.469117347900	1177.458540273030	958.226277769743	929.886395624071	895.467095109336
225	1714.476428460150	1877.444209792930	1927.823518170660	1929.569717356010	1803.526801630640	1650.913754229820	1531.694285646640	1472.388244788140	1408.214548457300	1266.025193703650	1250.472078244850	1177.464800333180	958.221347325614	929.887896819909	895.467367320740
226	1714.468886018320	1877.413229009200	1927.815074174470	1929.584178740950	1803.538514976260	1650.917376241300	1531.695862118860	1472.394499253470	1408.222415776390	1266.024725102840	1250.475043644410	1177.471060819510	958.216407251219	929.889401562658	895.467637162663
227	1714.461333959170	1877.382273557720	1927.806659191170	1929.598629949800	1803.550222523560	1650.920996296370	1531.697434900130	1472.400756209350	1408.230277062400	1266.024257741450	1250.478013544650	1177.477321732250	958.211459298866	929.890909847656	895.467904647932
228	1714.453772274220	1877.351343453660	1927.798273215310	1929.613070994080	1803.561928676680	1650.924614387910	1531.699003991060	1472.407009327010	1408.238137058490	1266.023791625690	1250.480999874340	1177.483583071600	958.206502603357	929.892421670252	895.468169789387
229	1714.446200955020	1877.320438712100	1927.789916241390	1929.627501885290	1803.573633432590	1650.928230508830	1531.700569392270	1472.413261763770	1408.245995765640	1266.023326761760	1250.483978748300	1177.489849455820	958.201537173881	929.893937025787	895.468433992818
230	1714.438624887130	1877.289559348060	1927.781588263780	1929.641944284560	1803.585336788310	1650.931844652080	1531.702131104400	1472.419513515500	1408.253853184830	1266.022863155880	1250.486962117920	1177.496111662820	958.196563019691	929.895455909609	895.468694490070
231	1714.431034287060	1877.258679390300	1927.773289276770	1929.656354680120	1803.597038740820	1650.935456810660	1531.703683811930	1472.425764578040	1408.261709317030	1266.022403649750	1250.489949981250	1177.502374297390	958.191580150134	929.896987408728	895.468952682101
232	1714.423434027830	1877.227850844060	1927.765024334890	1929.670754958250	1803.608739287130	1650.939066977610	1531.705238048010	1472.432014947220	1408.269564163190	1266.021942603350	1250.492942336320	1177.508637359750	958.186588574608	929.898513350035	895.469208581803
233	1714.415824101240	1877.197047717820	1927.756783473430	1929.685145130350	1803.620447048070	1650.942676546350	1531.706788596520	1472.438264618890	1408.277421429630	1266.021482833850	1250.495939181150	1177.514900850120	958.181585484940	929.900042805979	895.469462202047
234	1714.408204499140	1877.166270026350	1927.748571585340	1929.699525207800	1803.632144826370	1650.946282747710	1531.708335458140	1472.444513588900	1408.285273686810	1266.021024347490	1250.498940513770	1177.521164768700	958.176576537438	929.901575771925	895.469713555734
235	1714.400575213430	1877.135517784340	1927.740388664530	1929.713895201950	1803.643841189840	1650.949886936930	1531.709878633550	1472.450764950170	1408.293124661140	1266.020567150520	1250.501946332170	1177.527429115690	958.171558912659	929.903112243251	895.469962655756
236	1714.392936236060	1877.104791006440	1927.732234704850	1929.728255124150	1803.655536135540	1650.953489107210	1531.711418123440	1472.457012506260	1408.300974353550	1266.020111249190	1250.504964943450	1177.533698741590	958.166532620297	929.904652215323	895.470212620676
237	1714.385288915400	1877.074089707190	1927.724109700030	1929.742620274300	1803.667229660460	1650.957089251810	1531.712953928520	1472.463259348470	1408.308822765000	1266.019656649760	1250.507979706120	1177.539963959790	958.161497670116	929.906195683530	895.470457256947
238	1714.377630543850	1877.043413901110	1927.716013643730	1929.756959865700	1803.678921761620	1650.960687364050	1531.714479403650	1472.469505472640	1408.316669896390	1266.019205515540	1250.510998949390	1177.546229607350	958.156454071967	929.907748969403	895.470699678329
239	1714.369962456910	1877.012729029290	1927.707946529500	1929.771289420340	1803.690612436060	1650.964283437270	1531.716007740640	1472.475750874640	1408.324515748660	1266.018753562080	1250.514022671240	1177.552495684460	958.151401835755	929.909299431862	895.470939897752
240	1714.362284646720	1876.982104263230	1927.699915600250	1929.785608949430	1803.702301680810	1650.967879781650	1531.717532394530	1472.481995550330	1408.332365745520	1266.018302929510	1250.517050869660	1177.558762191320	958.146342439384	929.910853376896	895.471177928156
241	1714.354597105520	1876.951505031200	1927.691906513510	1929.799918464220	1803.713994410030	1650.971471796280	1531.719053366060	1472.488239495580	1408.340209022660	1266.017853624110	1250.520083542600	1177.565029128150	958.141272964799	929.912410799903	895.471413782486
242	1714.346899825610	1876.920931347440	1927.683926349410	1929.814217975920	1803.725680840130	1650.975061752280	1531.720570655970	1472.494485965350	1408.348051023730	1266.017405652160	1250.523120688020	1177.571296495120	958.136194882345	929.913971696296	895.471647473695
243	1714.339192799340	1876.890383226110	1927.675975101130	1929.828507495710	1803.737365832010	1650.978649643190	1531.722084265040	1472.500728438850	1408.355891749620	1266.016959019960	1250.526174911350	1177.577569526820	958.131108202228	929.915536061480	895.471879014743
244	1714.331477286990	1876.859860681300	1927.668052761770	1929.842805306130	1803.749049382730	1650.982235462590	1531.723594194030	1472.506970169730	1408.363731201240	1266.016513733810	1250.529220976100	1177.583837768500	958.126012934718	929.917103890879	895.472110581300
245	1714.323750758040	1876.829363727040	1927.660159324350	1929.857074653440	1803.760731489320	1650.985819204070	1531.725092200570	1472.513211153870	1408.371569379450	1266.016071714450	1250.532271507980	1177.590106441230	958.120909090162	929.918676148029	895.472337864475
246	1714.316014460140	1876.798860683430	1927.652294781790	1929.871334043550	1803.772412148830	1650.989400861310	1531.726594670430	1472.519451387140	1408.379406285140	1266.015629163180	1250.535326504950	1177.596375545230	958.115796678977	929.920250906794	895.472563036433
247	1714.308268385850	1876.768414963280	1927.644474777130	1929.885583487580	1803.784091358330	1650.992981493400	1531.728093462120	1472.525690865430	1408.387247051950	1266.015187977080	1250.538385964920	1177.602645080660	958.110675711647	929.921829116327	895.472786110154
248	1714.300512527810	1876.737994873120	1927.636668167240	1929.899822996610	1803.795775701950	1650.996559002300	1531.729588576450	1472.531929584640	1408.395081395450	1266.014748162460	1250.541449885830	1177.608915047730	958.105543557039	929.923410772070	895.473007098632
249	1714.292746878700	1876.707600426690	1927.628890430840	1929.914052581690	1803.807452056000	1651.000134408300	1531.731080014240	1472.538170557850	1408.402914469360	1266.014309725660	1250.544518265580	1177.615185446630	958.100405519070	929.924995869472	895.473226014867
250	1714.284971431250	1876.677231637690	1927.621141560470	1929.928272253870	1803.819126951590	1651.003707705210	1531.732567776320	1472.544407748020	1408.410746274530	1266.013872673010	1250.547602686700	1177.621456277530	958.095258956889	929.926584403996	895.473442871855
251	1714.277182534560	1876.646888519690	1927.613421548610	1929.942502402850	1803.830800385790	1651.007278886940	1531.734051863540	1472.550644166970	1408.418576811830	1266.013437010860	1250.550679959840	1177.627732002080	958.090103881267	929.928176371098	895.473657233136
252	1714.269387482560	1876.616571086250	1927.605730387640	1929.956702057910	1803.842472355670	1651.010847947400	1531.735532276720	1472.556879810610	1408.426406082080	1266.013005553810	1250.553761686320	1177.634003711660	958.084940303056	929.929771766243	895.473870013747
253	1714.261582610820	1876.586233885210	1927.598068069830	1929.970891834370	1803.854142858320	1651.014414880570	1531.737001559860	1472.563114674820	1408.434234086130	1266.012572715400	1250.556847864050	1177.640275854120	958.079768233167	929.931370916560	895.474080774176
254	1714.253767912300	1876.555967867630	1927.590439739780	1929.985071743160	1803.865811890800	1651.017978513420	1531.738474524760	1472.569348755530	1408.442067122500	1266.012141286730	1250.559938490900	1177.646548429640	958.074587682596	929.932973167326	895.474289527458
255	1714.245943380040	1876.525727572580	1927.582835248770	1929.999241795250	1803.877485857480	1651.021541211310	1531.739943817760	1472.575582048620	1408.449892576560	1266.011711274160	1250.563033564760	1177.652821438400	958.069400787354	929.934578832849	895.474496286610
256	1714.238109007090	1876.495513013310	1927.575259577650	1930.013402001540	1803.889151994720	1651.025101764190	1531.741409439770	1472.581817913180	1408.457716767230	1266.011282684050	1250.566133083500	1177.659094880590	958.064203317841	929.936187908625	895.474701064677
257	1714.230264786600	1876.465324203000	1927.567712718360	1930.027552372950	1803.900816653440	1651.028660166190	1531.742871391680	1472.588049619650	1408.465539695310	1266.010855522780	1250.569248924880	1177.665368756390	958.058997401067	929.937800390156	895.474903874685
258	1714.222410711760	1876.435161154770	1927.560194662730	1930.041713073410	1803.912479830750	1651.032216411500	1531.744329674380	1472.594280526440	1408.473361361620	1266.010429796730	1250.572357309510	1177.671648193000	958.053783048310	929.939416272956	895.475107290849
259	1714.214547686490	1876.405023881630	1927.552705402500	1930.055843582400	1803.924141523750	1651.035770494360	1531.745784288800	1472.600510629460	1408.481181766950	1266.010005512290	1250.575470133380	1177.677922950300	958.048560270917	929.941035552540	895.475306206953
260	1714.206673898260	1876.374878064530	1927.545244929330	1930.069964290370	1803.935801729520	1651.039322409080	1531.747229583520	1472.606739924660	1408.489000912090	1266.009585446170	1250.578587394350	1177.684198142060	958.043329080302	929.942662753033	895.475503194168
261	1714.198790235670	1876.344792387740	1927.537820416590	1930.084075208140	1803.947460445180	1651.042872883670	1531.748676760690	1472.612968407940	1408.496818797840	1266.009164087390	1250.581709090250	1177.690473768420	958.038089487958	929.944288827610	895.475698265559
262	1714.190896692100	1876.314732522490	1927.530417656940	1930.098176346530	1803.959124365460	1651.046420482370	1531.750120271910	1472.619196075240	1408.504641975390	1266.008744189590	1250.584835218920	1177.696749829570	958.032845981582	929.945918285836	895.475891434176
263	1714.182993261050	1876.284698481510	1927.523043659210	1930.112267716310	1803.970780144620	1651.049965896110	1531.751560118130	1472.625426309870	1408.512457324780	1266.008325759180	1250.587965778190	1177.703026325680	958.027589628200	929.947551123256	895.476082713088
264	1714.175079936050	1876.254690277490	1927.515698414670	1930.126349328260	1803.982434425410	1651.053509119360	1531.752996300320	1472.631652333770	1408.520271417440	1266.007908802580	1250.591100765880	1177.709303256910	958.022324908001	929.949187335425	895.476272115353
265	1714.167156710680	1876.224707923010	1927.508381914540	1930.140421193130	1803.994087204940	1651.057050146640	1531.754428819450	1472.637877529680	1408.528084254130	1266.007493326180	1250.594251678120	1177.715589086740	958.017051832756	929.950826917910	895.476463820561
266	1714.159218975450	1876.194751430590	1927.501094149950	1930.154503737690	1804.005738480350	1651.060588972470	1531.755857676500	1472.644101893540	1408.535895835600	1266.007079336430	1250.597395500460	1177.721866903130	958.011770414307	929.952469866280	895.476649512903
267	1714.151275945590	1876.164789190840	1927.493835111920	1930.168555919530	1804.017388248760	1651.064125591460	1531.757276171500	1472.650325421290	1408.543706162620	1266.006669548710	1250.600543745440	1177.728145155470	958.006480664561	929.954120483105	895.476833367849
268	1714.143322996560	1876.134884467920	1927.486594272440	1930.182598387690	1804.029036507300	1651.067659998260	1531.758697603330	1472.656548108870	1408.551515235920	1266.006258574180	1250.603696410860	1177.734423843910	958.001182595503	929.955770163864	895.477015398477
269	1714.135360122170	1876.105005641950	1927.479392824230	1930.196631152840	1804.040688161250	1651.071196409870	1531.760115375600	1472.662769952240	1408.559327843500	1266.005849105770	1250.606853494520	1177.740702968600	957.995874911228	929.957423197547	895.477195617870
270	1714.127387316300	1876.075152725120	1927.472220075570	1930.210654225640	1804.052333443290	1651.074726413970	1531.761529489330	1472.668990947340	1408.567134391750	1266.005441149940	1250.610014994200	1177.746982529710	957.990560246293	929.959079579760	895.477374039109
271	1714.119404572900	1876.045325729590	1927.465076017120	1930.224667616730	1804.063977207290	1651.078254190150	1531.762939945570	1472.675214317960	1408.574939688800	1266.005034713130	1250.613180907690	1177.753262527400	957.985237298439	929.960739306114	895.477550675282
272	1714.111411885960	1876.015524667410	1927.457960639480	1930.238671336740	1804.075619450410	1651.081779733230	1531.764346745350	1472.681433605720	1408.582743735410	1266.004629801800	1250.616362366460	1177.759547109540	957.979906079926	929.962402372237	895.477725716620
273	1714.103414909720	1875.985749550570	1927.450873933150	1930.252684538570	1804.087260169790	1651.085303038080	1531.765749889720	1472.687652033290	1408.590546532260	1266.004226422400	1250.619537086270	1177.765827994650	957.974566603088	929.964068773755	895.477898825762
274	1714.095402335950	1875.956000390980	1927.443815888540	1930.266668724600	1804.098899362580	1651.088824099600	1531.767143316000	1472.693869596610	1408.598348080080	1266.003826706990	1250.622716214000	1177.772109317120	957.969218880320	929.965747147907	895.478070189149
275	1714.087379801020	1875.926250765840	1927.436786495960	1930.280643272570	1804.110537025970	1651.092342912750	1531.768539047140	1472.700086291670	1408.606148379570	1266.003426434100	1250.625899747380	1177.778391077110	957.963862924113	929.967420221751	895.478239819868
276	1714.079347299180	1875.896553562680	1927.429791047940	1930.294608193020	1804.122173157110	1651.095860682300	1531.769931125600	1472.706302114430	1408.613949817280	1266.003027712730	1250.629087684180	1177.784673274760	957.958498137611	929.969096618209	895.478407731015
277	1714.071304824710	1875.866882349810	1927.422819096310	1930.308563496490	1804.133816885510	1651.099375021510	1531.771319552440	1472.712517060850	1408.621747601880	1266.002630549360	1250.632280022150	1177.790955910220	957.953125764923	929.970776332954	895.478573935690
278	1714.063252371950	1875.837237138840	1927.415875767590	1930.322509193500	1804.145449995560	1651.102887097570	1531.772704328770	1472.718734284450	1408.629544140570	1266.002234950490	1250.635476759030	1177.797238983640	957.947745196644	929.972459361663	895.478738446987
279	1714.055189935310	1875.807617941280	1927.408961051740	1930.336445294540	1804.157081565280	1651.106396905630	1531.774085455700	1472.724947467180	1408.637339434000	1266.001840922590	1250.638690074310	1177.803526709310	957.942356445530	929.974145700021	895.478901278007
280	1714.047118488500	1875.778024768570	1927.402074938660	1930.350391295170	1804.168711591880	1651.109904440850	1531.775462934340	1472.731159761720	1408.645133482870	1266.001448472160	1250.641895589100	1177.809810672880	957.936959524394	929.975835343728	895.479063956574
281	1714.039036085640	1875.748457632080	1927.395217418140	1930.364308011240	1804.180340072510	1651.113409698460	1531.776829036210	1472.737371164050	1408.652926287820	1266.001060337890	1250.645105496780	1177.816095075190	957.931554446130	929.977536178395	895.479223469882
282	1714.030943682520	1875.718882715610	1927.388388479900	1930.378215164010	1804.191967004400	1651.116912673720	1531.778199115330	1472.743581670170	1408.660717849530	1266.000671083770	1250.648319795070	1177.822379916340	957.926141223694	929.979232436117	895.479381342260
283	1714.022841273770	1875.689367689150	1927.381594057450	1930.392112763900	1804.203592384720	1651.120415200610	1531.779565549070	1472.749791276060	1408.668513650160	1266.000283426820	1250.651538481690	1177.828665196500	957.920719870103	929.980931986595	895.479537586805
284	1714.014728854090	1875.659878730290	1927.374822419740	1930.406000821310	1804.215221595100	1651.123913635410	1531.780928338570	1472.755999977710	1408.676302707200	1265.999897373540	1250.654761554370	1177.834950915820	957.915286879192	929.982634825567	895.479692216622
285	1714.006606418240	1875.630415850070	1927.368079333320	1930.419879346680	1804.226843915670	1651.127409774050	1531.782287485000	1472.762211089810	1408.684090523280	1265.999512930460	1250.657989010800	1177.841237074410	957.909849314251	929.984340948778	895.479845244815
286	1713.998473961020	1875.600979059460	1927.361364787580	1930.433748350360	1804.238464676710	1651.130903611960	1531.783642989530	1472.768417971770	1408.691877099020	1265.999130104080	1250.661232632310	1177.847523672410	957.904403657681	929.986050351986	895.479996684483
287	1713.990326917830	1875.571568369350	1927.354678771810	1930.447619731990	1804.250083875420	1651.134395144630	1531.784994853350	1472.774623937690	1408.699662435060	1265.998748900950	1250.664468836180	1177.853815944850	957.898949922776	929.987763030958	895.480145447695
288	1713.982174420460	1875.542183790530	1927.348021275200	1930.461469501890	1804.261701509020	1651.137884367600	1531.786343077640	1472.780828983590	1408.707446532020	1265.998372398020	1250.667709417650	1177.860103436180	957.893488122906	929.989478981467	895.480293752255
289	1713.974011886580	1875.512793893690	1927.341392286850	1930.475309782420	1804.273317574750	1651.141371276460	1531.787678276860	1472.787033105490	1408.715229390520	1265.997994483380	1250.670954374450	1177.866391367660	957.888018271513	929.991201268204	895.480440507642
