# Scan line layout for different CHRIS modes
#
# column 1: mode
# column 2: number of leading pixels
# column 3: number of image pixels
# column 4: number of trailing pixels
#
0, 12, 744, 10
1, 6,  372, 388
2, 12, 744, 10
3, 12, 744, 10
4, 12, 744, 10
5, 12, 370, 384
